	xmlid	date	title	author	roman
2381	6352794.xml	1798	L'Esprit de l'Encyclopédie, ou choix des articles les plus agréables de ce grand Dictionnaire...	A-UNKNOWN	other
3166	5783452.xml	1798	Géométrie descriptive	Monge	other
2449	6332770.xml	1798	Ministère de l'Intérieur.... Fête de l'anniversaire du 14 juillet	Quinette de Rochemont	other
3111	5623086.xml	1798	Les français à Cythère	Chazet	other
2749	5783291.xml	1798	Essai sur les évènemens arrivés à l'isle-de-France	A-UNKNOWN	other
2658	5810396.xml	1798	Chant de guerre contre l'Autriche, précédé des Trois soeurs, par Théodore Desorgues	Désorgues	other
2828	6270510.xml	1798	Observations soumises au Corps législatif sur les doubles élections faites dans le département du Doubs, avec les principales pièces justificatives	Briot	other
2844	5626583.xml	1798	Le sourd, ou L'auberge pleine	Desforges	other
2571	6278198.xml	1798	Extrait du recueil de la correspondance trouvée dans le chariot de Klinglin, à Offembourg	A-UNKNOWN	other
2563	5526176.xml	1798	Quelques vues sur les moyens de conserver et rétablir l'opéra dans tout son éclat	A-UNKNOWN	other
3469	6293162.xml	1798	L'ombre de J.-P. Brissot, aux législateurs français, sur la liberté de la presse ou Extrait fidelle d'un imprimé ayant pour titre (1) : Mémoire aux États Généraux sur la nécessité de rendre dès ce moment la presse libre, et surtout pour les journaux politiques (2)	Brissot de Warville	other
3001	6359787.xml	1798	Nouvelle Méchanique des mouvements de l'homme et des animaux, par P.-J. Barthez,...	Barthez	other
3033	5714996.xml	1798	Les Cinquante francs de Jeannette, par le Cen Ducray-Duminil — Tome 1	Ducray-Duminil	roman
2486	5806961.xml	1798	Traité des maladies des femmes enceintes, des femmes en couche, et des enfans nouveaux nés, précédé du mécanisme des accouchemens ; rédigé sur les leçons d'Antoine Petit, et publié par les citoyens Baignères et Perral — Tome 2	Petit	other
3046	6270458.xml	1798	Des fêtes, ou Quelques idées d'un cen français, relativement aux fêtes publiques et à un culte national	Moy	other
3071	6136555.xml	1798	Encyclopédie méthodique. Dictionnaire des jeux mathématiques	Lacombe	other
3081	5727068.xml	1798	Manuel des agents et adjoints municipaux	A-UNKNOWN	other
2473	5424882.xml	1798	Histoire naturelle des poissons — Tome 3	Lacépède	other
3005	5785787.xml	1798	"Notions sur la culture des terres basses dans la Guiane et sur la cessation de l'esclavage dans ces contrées, par le C. Lescallier. Extrait du ""Voyage à Surinam et dans l'intérieur de la Guiane"", du capitaine J. G. Stedman"	Lescallier	other
1207	5611011.xml	1798	Lettres sur les ouvrages et le caractère de J.-J. Rousseau	Staël-Holstein	other
3475	5455081.xml	1798	Code de religion et de morale naturelle à l'usage des adorateurs de Dieu et amis des hommes	Chemin-Dupontès	other
2283	6462574.xml	1798	Le Nouveau Diable boiteux. Tableau philosophique et moral de Paris. Mémoires mis en lumière et enrichis de notes par le docteur Dicaculus, de Louvain... — Tome 2	Chaussard	roman
4278	6315044.xml	1798	Ministère des Finances. Rapport fait par le ministre des finances au Directoire exécutif, sur la réponse au message du Conseil des Cinq-Cents, contenant demande de pièces justificatives de l'état des fonds affectés aux dépenses de l'exercice des l'an 7...	Ramel de Nogaret	other
4238	6516694.xml	1798	Mémoire adressé au Corps législatif par l'administration municipale d'Auxonne, sur la nécessité de conserver l'arsenal de construction et l'école d'artillerie établis dans cette commune par l'ancien gouvernement et recréés par les lois des 18 floréal an 3 et 30 vendémiaire an 4. (Rédigé par C.-N. Amanton)	Amanton	other
4235	6369347.xml	1798	Campagnes des Français pendant la Révolution — Tome 1	Liger	other
2045	6516477.xml	1798	Le Russe à Paris. Petit poème au vers alexandrins imité de M. Ivan Aléttrof composé au mois de vendémiaire an VII par M. Peters-[...]... avec des notes critiques et politiques... par Guillaume Vadé,... — Edition 2	A-UNKNOWN	other
2054	6266957.xml	1798	Des prochaines élections de l'an VI	Bancal Desissarts	other
4141	6260982.xml	1798	Précis historique des faits authentiques, relatifs à la journée du 18 fructidor, recueillis par le citoyen Veyrat nommé à la place d'inspecteur général de police...	Veyrat	other
2064	5626499.xml	1798	Notice sur la vie et les écrits de Mercier Saint-Léger, par Chardon-La-Rochette...	Chardon de La Rochette	other
4061	6278885.xml	1798	Analyse de la proclamation du Conseil des Cinq-Cents au peuple franc̜ais, sur les dangers de la patrie	A-UNKNOWN	other
4059	5424885.xml	1798	Histoire naturelle des poissons — Tome 2	Lacépède	other
4056	6266911.xml	1798	Voulez-vous qu'on paie mieux les fonctionnaires publics et les rentiers ?	Saint-Aubin	other
4051	6235911.xml	1798	Le désert du Zend, ou Histoire des malheurs et aventures de Zama et du sultan de Maissour, depuis son départ de la Perse jusqu'à l'époque de son retour dans ses États	Fantin-Desodoards	other
4049	5406966.xml	1798	"Le Calendrier républicain, poème avec la traduction en italien (par Povoleri) mise à côté du texte. Précédé d'une lettre du citoyen Lalande, suivi de trente-six hymnes civiques pour les trente-six décadis de l'année, d'une Ode au ""Vengeur"", accompagnée d'une Lettre du citoyen Saint-Ange,... Par Cubières"	Cubières-Palmézeaux	other
4028	6464446.xml	1798	Traité sur la manière d'élever sainement les enfants...	Frank	other
3964	6269648.xml	1798	Avis aux français	Mailhe	other
2071	6278920.xml	1798	Déclaration individuelle sur l'assassinat des ministres français à Rastadt	A-UNKNOWN	other
3888	5713205.xml	1798	Les vrais incroyables, ou Les métamorphoses modernes	Amar Du Rivier	other
3871	6540020.xml	1798	Histoire naturelle des oiseaux d'Afrique — Tome 1	Levaillant	other
2262	5774473.xml	1798	La bizarrerie de la fortune, ou Le jeune philosophe	Loaisel de Tréogate	other
2242	5818590.xml	1798	Notice des principaux tableaux recueillis en Italie.	A-UNKNOWN	other
3578	5696422.xml	1798	Teste, administrateur provisoire du département du Gard, à ses concitoyens	Teste	other
2210	6341034.xml	1798	Traité des maladies des femmes et des enfans	Hamilton	other
3688	6248329.xml	1798	Avis au Corps législatif, au Directoire, au ministre des Finances et à la Commission chargée d'examiner la loi du 9 brumaire dernier, sur le domaine congéable	Bohan	other
3779	5783840.xml	1798	Mémoire sur la Guiane française, par le citoyen Jacquemin	Jacquemin	other
2296	5491959.xml	1798	Recueil de cantiques, hymnes et odes pour les fêtes religieuses et morales des Théophilantropes, ou adorateurs de Dieu et amis des hommes...	A-UNKNOWN	other
2108	6266703.xml	1798	Réflexions du citoyen J. Rey-Delmas, député de Saint-Domingue au Corps législatif, sur la validité de son élection	Rey-Delmas	other
2104	5812703.xml	1798	Paris, le 1er thermidor, an 6 de la République. Léger-Félicité Sonthonax, représentant du peuple, à ses collègues, membres des deux conseils	Sonthonax	other
2102	5448697.xml	1798	Pièces de vers	Collin d'Harleville	other
3849	6307584.xml	1798	Voyage à Cythère	A-UNKNOWN	other
2090	6563774.xml	1798	Tableau du règne végétal selon la méthode de Jussieu — Tome 2	Ventenat	other
3867	5463020.xml	1798	Mémoire sur la mélancolie dans les fièvres	Bouvier	other
3868	5781020.xml	1798	Alceste à la campagne, ou le Misanthrope corrigé	Demoustier	other
3824	5471467.xml	1798	Manuel des agents et adjoints municipaux, suivi d'un Recueil chronologique des lois, arrêtés, instructions et lettres ministérielles concernant leurs fonctions	A-UNKNOWN	other
6002	6212877.xml	1798	Cours de mathématiques, à l'usage de la marine et de l'artillerie	Bezout	other
2711	5744735.xml	1798	Raoul, sire de Créqui	Boutet de Monvel	other
7278	5809260.xml	1798	Épître au peuple français, imprimée par ordre de la Commission du Conseil des Anciens. [Signé : Desprez-Valmont.]	Desprez-Walmont 	other
640	6269683.xml	1798	Discours prononcé à Strasbourg, le 1er vendémiaire an VII, jour de la fête anniversaire de la fondation de la République française	Bottin	other
7153	6262852.xml	1798	Au Corps législatif. [Signé : Porion. Thermidor, an VI.]	Porion	other
7149	6267852.xml	1798	Fête de la Vieillesse	Guébert	other
641	5407683.xml	1798	Extrait de la notice sur les maladies qui ont régné pendant l'automne et l'hiver de l'an VI	Desessartz	other
8096	6269681.xml	1798	Coup d'oeil sur l'intérieur de la République française, ou Esquisse des principes d'une révolution morale	Chaussard	other
7129	6554135.xml	1798	Ode sur les dangers de la patrie	Le Brun	other
659	6306760.xml	1798	A, B, C, abécédaire nouveau, conforme au principe adopté par l'Institut national	Cadmus	other
8097	6270681.xml	1798	Dialogue à l'occasion des prochaines assemblées primaires, entre un habitant d'une grande commune et un agent d'un des cantons de son arrondissement	A-UNKNOWN	other
8119	6269618.xml	1798	Le nouveau trente-un mai, ou Journée du 18 fructidor an V	A-UNKNOWN	other
7960	6260566.xml	1798	Payez ou Protégez les rentiers de l'État	Morel	other
8127	5610424.xml	1798	Exposition des règles du droit ancien, suivant l'ordre où elles se trouvent placées au Digeste, avec les exceptions dont elles sont susceptibles, et des observations relatives à notre nouvelle législation	Goulliart	other
7040	5695798.xml	1798	Évangile républicain, ou La morale de l'Évangile d'accord avec la morale républicaine	Chemin-Dupontès	other
8156	6115529.xml	1798	L'Auteur dans son ménage, comédie en 1 acte, en prose, mêlée d'ariettes, paroles du c. Gosse, musique du c. Bruni... [Paris, Théâtre Feydeau, 8 germinal an VII.]	Gosse	other
714	5809580.xml	1798	Observations sur les calomnies dont j'ai été l'objet, par le Cen Rivaud, ci-devant ambassadeur près la République cisalpine	Rivaud	other
7943	6270511.xml	1798	Mémoire pour les propriétaires et habitants absents des provinces belgiques qui n'ont cessé d'être sujets de S. M. l'empereur et roi, qu'au moment de la cession de ces provinces, faite à la république française par l'article 3 du traité de Campo Formio	A-UNKNOWN	other
7715	6316021.xml	1798	Éloge de Félix Vicq d'Azir, suivi d'un Précis des travaux anatomiques et physiologiques de ce célèbre médecin, présenté à l'Institut par J.-L. Moreau,...	Moreau	other
7842	5802126.xml	1798	Les deux frères	Kotzebue	other
734	5545414.xml	1798	Collection complète des tableaux historiques de la Révolution française...	A-UNKNOWN	other
7026	6269701.xml	1798	La lorgnette de vérité braquée sur le Directoire, observations sur Sieyès, en attendant les autres	Bouverot	other
791	6270513.xml	1798	Déclaration des droits et des devoirs de l'homme et du citoyen, en prose et en vers)	Darnal	other
6966	6337447.xml	1798	L'Esprit de l'Encyclopédie, ou choix des articles les plus agréables de ce grand Dictionnaire... — Tome 4	A-UNKNOWN	other
812	5474949.xml	1798	Essai sur le vrai sens du mot liberté, appliqué aux relations des hommes entre eux	A-UNKNOWN	other
6909	6102107.xml	1798	Règlement général pour le service intérieur des bureaux de la taxe d'entretien des routes. Place de Châlons et dépendances	A-UNKNOWN	other
7175	5608491.xml	1798	Ordre, marche et cérémonies qui auront lieu pour la célébration de la fête de la Souveraineté du peuple... le 30 ventôse an VI	A-UNKNOWN	other
8182	5804180.xml	1798	Observations d'un dialecticien, sur les quatre-vingt-onze questions de mathématiques, de physique, de morale, de politique, de littérature et de beaux-arts, adressées par l'Institut national de France à l'Institut d'Égypte. [Signé : *L*L* (G. Feydel).]	Feydel	other
7187	5626505.xml	1798	Supplément à la défense de P.-J. Mignien fils, dit Planier, ou Observations sur une lettre confidentielle du citoyen J.-A. Creuzé-Latouche, député au Conseil des Cinq-Cents... [15 prairial an VII.]	Mignien Du Planier	other
7205	5629858.xml	1798	Le château de Gallice — Tome 2	Hugell	other
204	5423927.xml	1798	Chant civique pour l'anniversaire de la République	Paris	other
548	5806442.xml	1798	"Protestation du citoyen Sacombe,... contre l'arrêté de la Société dite de médecine de Paris inséré sans date dans un ouvrage intitulé : ""Recherches et réflexions sur l'opération césarienne, etc.""..."	Sacombe	other
7605	6270662.xml	1798	Quelques réflexions sur le moment présent	Mabru	other
554	5624442.xml	1798	Portrait historique du cardinal Maury, député à l'Assemblée nationale, par le citoyen Car.......	Car.......	other
7580	6269615.xml	1798	Félix et Amédée Lepeletier, au Conseil des Cinq-Cents, ou Mémoire sur l'affaire de S. Lepeletier, première fille adoptive du peuple français	Lepeletier	other
7527	6266909.xml	1798	Discours pour la paix conclue avec l'empereur, prononcé le 20 nivôse an VI de la République	Bouillerot	other
7493	6275163.xml	1798	Le ministre de la police générale de la République aux administrations départementales et municipales	Fouché	other
563	6262689.xml	1798	Moyen de procurer, dès à présent, le secours extraordinaire de cent millions, résolu par le Corps législatif, sur le rapport de la commission des onze...	Sabatier	other
7994	6267768.xml	1798	De la Révolution du dix-huit fructidor an cinquième, par Henri Lemaire	Lemaire	other
7427	6260879.xml	1798	Les citoyens de Swerte, Devaleriola et Malfroid, respectivement président et juges du tribunal criminel du département de la Dyle à l'époque du 13 prairial an V, au Conseil des Anciens	Malfroid	other
7985	5435156.xml	1798	L'industrie ou les arts	Chaussard	other
8021	6269612.xml	1798	Voilà la lanterne magique, la pièce curieuse	Martinet	other
7395	5812559.xml	1798	Anacréon chez Polycrate	Guy	other
593	5626257.xml	1798	Adolphe et Clara, ou Les deux prisonniers	Marsollier des Vivetières	other
8022	5612612.xml	1798	Discours prononcé par J.-M. Lequinio, le 2 pluviôse an 6me, à la cérémonie de l'anniversaire de la mort du tyran, sur la place publique de Valenciennes...	Lequinio	other
606	6295220.xml	1798	De l'Opposition et de la liberté de la presse, par Joseph Turot	Turot	other
7293	9603383.xml	1798	Mes souvenirs, ou Choix de lectures dans tous les genres — Tome 1	Pagès de Vixouse	other
6015	6267800.xml	1798	Précis de ce qui s'est passé dans le département de l'Aube, pendant la tenue de l'assemblée électorale	Courtois	other
8031	6324358.xml	1798	Tableau spéculatif de l'Europe	Dumouriez	other
7706	5450712.xml	1798	Fragmens d'un poème sur les victoires nationales. (Signé : P. Chaussard.)	Chaussard	other
7250	6553922.xml	1798	Oeuvres de Condillac — Tome 22	Condillac	other
152	5817494.xml	1798	La fontaine merveilleuse, ou Les époux musulmans	Loaisel de Tréogate	other
638	6270683.xml	1798	Réflexions sommaires sur les opérations de l'Assemblée électorale du département de la Haute-Vienne	Schoefner	other
7191	6298505.xml	1798	Recherches critiques sur la IVme section d'un ouvrage ayant pour titre : De la connexion de la vie avec la respiration, etc., par Edme Goodwyn, D. M. Londres, 1789, traduit de l'anglais par J.-N. Hallé où il s'agit de déterminer l'action chymique de l'air sur les poumons dans la respiration	Caron	other
528	5720915.xml	1798	Oeuvres de Condillac — Vol. 17 (T. 3)	Condillac	other
6885	6311537.xml	1798	A la justice éclairée du Conseil des Anciens, les naufragés de Calais. [Signé : Prugnon.]	Prugnon	other
6875	5815537.xml	1798	Voltaire, ou le Pouvoir de la philosophie, poëme, par Théodore Desorgues	Désorgues	other
8433	5780048.xml	1798	Guide des malades, ou Instruction générale pour les personnes des deux sexes qui mettent en oeuvre l'une des méthodes de traitement dépuratif du sang	Le Pelletier	other
6357	6258501.xml	1798	Pétition des conscrits de la Belgique aux cinq sires	A-UNKNOWN	other
1076	6275166.xml	1798	La cloche funèbre de la politique européenne, ou L'éclair sur l'Europe à la fin du dix-huitième siècle	A-UNKNOWN	other
1093	5492085.xml	1798	La Luciniade	Sacombe	other
6315	5745592.xml	1798	Les amans Prothée, ou Qui compte sans son hôte compte deux fois	Patrat	other
1108	6264995.xml	1798	Fête des vieillards	A-UNKNOWN	other
6310	5610926.xml	1798	Voyage à Canton,... à la Chine, par Gorée, le cap de Bonne-Espérance et les îles de France et de la Réunion. Suivi d'Observations sur le Voyage à la Chine de lord Macartney et du citoyen Van-Braam, et d'une Esquisse des arts des Indiens et des Chinois	Charpentier de Cossigny	other
6305	6310951.xml	1798	Tableau de comparaison entre les contributions et les dépenses annuelles de l'Angleterre en 1797, et les contributions et dépenses annuelles de la République française en l'an 6, avec le développement des causes qui produisent en Angleterre la rentrée des contributions, l'aisance des contribuables, et celle du trésor public, et des causes qui produisent en France un résultat absolument contraire, par le Cen Sabatier	Sabatier	other
358	6558298.xml	1798	Le système des nouvelles mesures de la République française, mis à la portée de tout le monde	Aubry	other
6283	5806036.xml	1798	Traité des maladies des femmes enceintes, des femmes en couche, et des enfans nouveaux nés, précédé du mécanisme des accouchemens ; rédigé sur les leçons d'Antoine Petit, et publié par les citoyens Baignères et Perral — Tome 1	Petit	other
383	6539968.xml	1798	Histoire naturelle des oiseaux d'Afrique — Tome 2	Levaillant	other
8440	5660502.xml	1798	Essai sur la tradition théâtrale, par Cailhava,...	Cailhava de L'Estandoux	other
8442	5848502.xml	1798	Département de la Guerre. Inspection générale du service de santé des armées. Instruction sur les Eaux Minérales à l'usage des troupes, pour l'an 6 de la République française, une et indivisible. (1ère Germinal, an 6 de la République)	A-UNKNOWN	other
253	5855040.xml	1798	Considérations politiques et morales sur la France constituée en république	Lefebvre	other
6276	6341036.xml	1798	Traité des maladies des femmes et des enfans	Hamilton	other
6243	6550608.xml	1798	Sophie de Beauregard, ou Le véritable amour — Tome 1	Lagrave 	roman
8448	6258502.xml	1798	Discours prononcé à Strasbourg, le 2 pluviôse an VII, jour de la célébration de la fête anniversaire de la juste punition du dernier roi des Français, par le cen Grimmer,... suivi des imprécations contre les parjures prononcées à la même fête, par le cen Bottin,...	Grimmer	other
6177	6272675.xml	1798	Vues générales sur les moyens d'utiliser les défenseurs de la patrie invalides	Canolle	other
276	9602371.xml	1798	Mes souvenirs, ou Choix de lectures dans tous les genres — Tome 2	Pagès de Vixouse	other
6119	5813450.xml	1798	Le devoir et la nature	Pelletier-Volméranges	other
1187	6316088.xml	1798	Quelques observations sur l'indemnisation des États situés sur la rive gauche du Rhin	A-UNKNOWN	other
6058	5628189.xml	1798	"Adrien, opéra en 3 actes... [Paris, théâtre de la République et des arts, 16 prairial an VII]... [Paroles de Hoffmann (""sic""), musique de Méhul.]"	Hoffman	other
6278	5652036.xml	1798	Le château de Gallice — Tome 1	Hugell	other
847	5445154.xml	1798	Imprécations contre les parjures	Crouzet	other
6461	5679647.xml	1798	Le Consistoire, ou L'esprit de l'église	Plancher de Valcour	other
8407	6276283.xml	1798	Observations adressées au C. Royer, sur sa lettre pastorale	A-UNKNOWN	other
29	6269773.xml	1798	Vengeance ! guerre à mort à l'infame Maison d'Autriche !	A-UNKNOWN	other
6851	6269983.xml	1798	Observations sur une dénonciation que les papiers publics disent avoir été faite au Conseil des anciens, le 28 germinal an VII	François de Neufchâteau	other
6794	6269634.xml	1798	Du gouvernement républicain et de la constitution française de l'an III	Lemaire	other
6788	6365634.xml	1798	Expédition de Buonaparte en Égypte, ou Détails exacts des batailles et des combats livrés par les Français contre les Mainelouks et les Arabes...	A-UNKNOWN	other
6782	5602643.xml	1798	Éloge du pet, dissertation historique, anatomique, philosophique sur son origine, son antiquité, ses vertus... par C.-F. Mercier de Compiègne	Mercier de Compiègne	other
8260	5532803.xml	1798	Voyage de Samuel Hearne du fort du Prince de Galles, dans la baie de Hudson, à l'océan Nord... dans les années 1769, 1770, 1771 et 1772 — Tome 1	Hearne	other
8264	6459459.xml	1798	Cours de législation et de jurisprudence françaises — Tome 2	Proudhon	other
8311	5510523.xml	1798	Catalogue raisonné, de tous les monuments littéraires et scientifiques, réunis dans le Musée national de Marseille	Achard	other
914	6532655.xml	1798	Le Jeune Cosmographe, ou Description de la terre et des eaux qui la circonscrivent... par A. Bertin	Bertin	other
7730	6517946.xml	1798	Tableau du règne végétal selon la méthode de Jussieu — Tome 1	Ventenat	other
6468	5745630.xml	1798	Comment faire ? ou Les épreuves de misanthropie et repentir	Longchamps	other
6694	6107813.xml	1798	Supplément à la Trigonométrie sphérique et à la navigation de Bezout, ou Recherches sur les meilleures manières de déterminer les longitudes à la mer... par François Callet	Callet	other
8342	5735267.xml	1798	Cours d'arithmétique décimale, démontrée analytiquement, en parallèle avec l'arithmétique vulgaire	Lewal	other
8345	5725267.xml	1798	Manuel pratique des hypothèques et des ventes forcées d'immeubles, ou Recueil complet des nouvelles lois sur le régime hypothécaire et sur les expropriations forcées ou ventes judiciaires d'immeubles	Falcimagne-Vaillant	other
7888	5808416.xml	1798	Quelques pages au Cen Pellissier...	Rabaut-Dupuis	other
7864	5462461.xml	1798	Le Républicain Moustache en belle humeur, sur le succès de nos armes et la conquête de la Savoie, chansons patriotiques et guerrières, qu'il envoie à l'armée, en attendant le moment d'aller y payer lui-même son don patriotique. (Par L. Boussemart.)	Boussemart	other
6669	5818544.xml	1798	Notice des principaux tableaux recueillis dans la Lombardie	A-UNKNOWN	other
6638	6276174.xml	1798	Duchatel-Bertelin, représentant du peuple, député du département de l'Aube en l'an 4, à ses concitoyens du même département	Duchastel-Berthelin	other
967	6260315.xml	1798	Relation exacte et véritable de tout ce qui vient de se passer à Rome, et découverte d'un grand ouvrage mis à l'index de Rome, par le pape et les inquisiteurs	Maréchal	other
1020	5474971.xml	1798	Notice d'un livre imprimé à Bamberg en 1462	Camus	other
1031	6459906.xml	1798	Cours de législation et de jurisprudence françaises — Tome 1	Proudhon	other
8396	6259317.xml	1798	Mémoire justificatif ultérieur pour les citoyens J.-M. De Swerte, C. Devaleriola, B. Malfroid, respectivement président et juges du tribunal criminel du département de la Dyle à l'époque du 13 prairial an V, dénoncés au Corps législatif comme prévenus de forfaiture	Malfroid	other
6527	5424880.xml	1798	Histoire naturelle des poissons — Tome 5	Lacépède	other
963	6266315.xml	1798	Réflexions sur la nomination d'un candidat, en remplacement de celui que le sort a fait sortir du Directoire	Stribord	other
517	5813881.xml	1798	Jean-Baptiste	Beffroy de Reigny	other
2241	5853924.xml	1799	Arlequin odalisque, comédie-parade en 1 acte et en prose, mêlée de vaudevilles, par le citoyen Auger. (Paris, théâtre des Troubadours, 15 messidor an VIII.)	Auger	other
35	6270239.xml	1799	Aperçu sur les finances de la république française	A-UNKNOWN	other
2317	6507479.xml	1799	Pièces diverses relatives aux opérations militaires et politiques du général Bonaparte — [Première partie]	A-UNKNOWN	other
2327	5624823.xml	1799	"Les Pourquoi. [Signé : Maudru. - A Buonaparte, poème signé Maudru, extrait du ""Cercle"" n° 26, an XI.]"	Maudru	other
176	6318599.xml	1799	Cérémonie funèbre en mémoire des ministres français assassinés près de Rastadt par les troupes autrichiennes	François de Neufchâteau	other
128	6267130.xml	1799	"Notes sur quelques passages du ""Mémoire"" de Ramel, l'un des déportés à la Guyane, après le 18 fructidor, ou Relevé des faux qui se trouvent dans ce Mémoire, en ce qui concerne le citoyen Jeannet, ex-agent particulier du Directoire exécutif à Cayenne"	Jeannet-Oudin	other
2358	6279049.xml	1799	La Vérité sur l'insurrection du département de la Haute-Garonne, avec des notes justificatives, par le citoyen Hinard,...	Hinard	other
117	6139779.xml	1799	Les Folies d'un conscrit, par J. S. Quesné — Tome 1	Quesné	other
2481	6369916.xml	1799	Pavie le 3. messidor an 8. Quatremère Disjonval,... au citoyen Berthier,...	A-UNKNOWN	other
24	6317690.xml	1799	Ministère de l'Intérieur.... Fête de la fondation de la République... [1er vendémiaire an VIII.] Programme. [Signé : Quinette.]	Quinette de Rochemont	other
2548	5479095.xml	1799	Quelques fables	Deville	other
23	6269690.xml	1799	Seul parti à prendre	A-UNKNOWN	other
2602	5843546.xml	1799	Dernier mot d'Étienne Mentor, représentant du peuple,... à Étienne Bruix, ministre de la Marine et des colonies. [Paris, 21 ventôse an VII.]	Mentor	other
2610	6260866.xml	1799	Hommage à la vérité contre l'oppression, l'injustice et les rapines du Directoire et de ses représentants au corps législatif, ou Appel à leur cruauté pour en obtenir la mort, par une famille de rentiers et créanciers de l'État réduits à l'agonie du désespoir par l'extrême besoin. [Signé : Sophie Dubreuil, née Denizot, Dubreuil.]	Dubreuil	other
2684	6269632.xml	1799	Lettre d'un citoyen français, en réponse à lord Grenville	Barère de Vieuzac	other
16	6462704.xml	1799	"Catéchisme français, ou Principes de morale en vers, à l'usage des écoles. Nouvelle édition [précédée des ""Vers d'or"" de Pythagore]. Par La Chabeaussière"	Poisson de La Chabeaussière	other
2311	6319479.xml	1799	Compte rendu au Directoire exécutif par le Ministre des Finances [D.-V. Ramel-Nogaret] sur l'administration de son département pendant l'an V	Ramel de Nogaret	other
256	6294037.xml	1799	Observations sur la loi des otages, ou Loi pour la répression du brigandage	Morellet	other
8946	6274633.xml	1799	De l'une des bases fondamentales de la Constitution, tirée des principes de finances	Jollivet	other
2178	6269604.xml	1799	Premier mémoire présenté au ministre de la justice sur la situation du département de l'Escaut, relativement à l'exécution d'un jugement surpris à la religion du Tribunal civil de la Somme, le 19 messidor de l'an 7	Contreras	other
840	6268123.xml	1799	Le miroir du passé pour sauvegarde de l'avenir, ou Tableau parlant du gouvernement tygrocratique de 93, sous le règne de Cacus-Marat et de Polyphème-Robespierre	A-UNKNOWN	other
885	5627265.xml	1799	L'Acteur dans son ménage, tableau anecdotique mêlé de vaudevilles, par Min-Jh Boullault... (Paris, théâtre de l'Ambigu-Comique, 6e jour complémentaire an VII.)	Boullault	other
1709	6318535.xml	1799	Mémoire adressé au conseil des Cinq-Cents par le Cen Fiquenel,...	Fiquenel	other
908	6265655.xml	1799	Ministère de l'intérieur. Liberté, égalité. Fête funèbre, pour honorer la mémoire du général Joubert	Quinette de Rochemont	other
1656	5612710.xml	1799	Grande et formidable conspiration formée entre plus d'un million d'anciens et nouveaux Jacobins, conjurés et réunis au Manège des Thuileries et dans toute la République, contre les tyrans, les voleurs, les assassins et les dilapidateurs	Rouy	other
1645	6269684.xml	1799	Éloge de Bonaparte	Lavant	other
1591	6270250.xml	1799	Observations du citoyen Thirion, élu par l'assemblée-mère du département de la Moselle, au Conseil des Cinq-Cents, en l'an VII de la République, sur la résolution du 27 floréal	Thirion	other
1566	5853783.xml	1799	L'Arbitre, ou les Consultations de l'an sept, comédie en 1 acte, en prose mêlée de vaudevilles, par les CC. Dejouy et Longchamps... [Paris, Vaudeville, 25 pluviôse an 7.]	Jouy	other
1558	6274617.xml	1799	Du Retour en France des émigrés, considérés comme fugitifs ou rebelles, par Louis Jullian	Jullian	other
8961	6269644.xml	1799	Avez-vous peur ? ou Réflexions sur la proclamation du 17 fructidor	A-UNKNOWN	other
1043	6278182.xml	1799	Pacification de l'Europe, fondée sur le principe des indemnités et de l'équilibre continental et maritime	Flassan	other
1047	6266016.xml	1799	Contribution foncière de l'an VII... Châlons, le 7 pluviôse an 7	Morel	other
1451	5739413.xml	1799	Parallèle du code pénal d'Angleterre avec les lois pénales françaises, et considérations sur les moyens de rendre celles-ci plus utiles	Bexon	other
1075	5772166.xml	1799	Gilles ventriloque	Année	other
1136	5473521.xml	1799	[Dénonciation, signée : Liger, contre l'administrateur des finances de La Chabeaussière]	Liger	other
1379	6276286.xml	1799	De l'influence des clubs sur la révolution	A-UNKNOWN	other
1378	5802286.xml	1799	Apologie de Barthélemy de Las Cases, évêque de Chiappa	Grégoire	other
1299	6129262.xml	1799	Epitre aux Français sur le 18 Brumaire. (Signé : Henry de Br....)	A-UNKNOWN	other
1143	6278901.xml	1799	Les consuls de la République aux habitans des départemens de l'Ouest	Napoléon 	other
1151	6278895.xml	1799	Examen de la Constitution de l'an III, extrait du dernier ouvrage de M. Necker...	Necker	other
1182	6279456.xml	1799	Observations sur la Déclaration des droits et devoirs de l'homme et du citoyen	Laroche	other
1752	6340091.xml	1799	Dialogue en vers, pour célébrer nos victoires et la paix ; suivi d'un divertissement en musique et danses. Par S. P. Mérard-Saint-Just. [...] Seconde édition	Mérard de Saint-Just	other
1841	6212886.xml	1799	Éléments de géométrie	Legendre	other
1855	5407965.xml	1799	Chant du 14 juillet 1800	Fontanes	other
1878	5451376.xml	1799	Réflexions sur la nouvelle méthode d'inoculer la petite vérole avec le virus des vaches	Vaume	other
2166	5679243.xml	1799	Les moeurs d'hier	Fonvielle	other
2142	5754249.xml	1799	Réponse aux pamphlets distribués au Conseil des Cinq-Cents contre le citoyen Lévêque, nommé député au Conseil des Anciens, par l'assemblée électorale (mère) du département des Deux-Nèthes	Leveque	other
401	5754448.xml	1799	Mémoire et comptes relatifs à la réunion des artistes français et à l'administration des trois théâtres de la République, de l'Odéon et de Feydeau	Sageret	other
426	5425102.xml	1799	Le chant du combat, à Bonaparte	Rouget de Lisle	other
2083	6264047.xml	1799	Proclamation du Directoire français aux armées autrichiennes	Charles d'Autriche	other
