,Text in Genlis_Adele,Text in B,Location in Genlis_Adele,Location in B
Sade_Infortunes_1,"nfant, comme il me récompense DE TOUT CE QUE J'AI FAIT POUR lui! ... Il m'a promis de ne ","nd vous serez bien convaincue DE TOUT CE QUE J'AI FAIT POUR vous, j'espère que je trouver","(1208853, 1208882)","(11113, 11146)"
Sade_Justine_0,"porter. Adieu, ma chère amie; JE NE VOUS PARLE POINT DE MES sentiment, je crois que la lo","arricade de la même manière : JE NE VOUS PARLE POINT DE MES douleurs, madame, vous devez ","(84013, 84042)","(621410, 621439)"
Sade_Philosophie_0,"oire générale et particulière DE TOUS LES PEUPLES DE LA TERRE, depuis la création du monde ","cture de l'histoire des mœurs DE TOUS LES PEUPLES DE LA TERRE, en vous faisant voir que cet","(339363, 339394)","(131414, 131445)"
Segur_Correspondance_0,"votre écritoire est remplie. 
JE VOUS PRIE DE ME PARLER UN PEU DE Madame D'Ostalis; mandez-moi ","mer qui nous aime. Continuez, JE VOUS PRIE, DE PARLER UN PEU DE moi à madame votre mère: choi","(50093, 50128)","(419979, 420012)"
Segur_Correspondance_1,"ourd'hui de m'entretenir plus LONG-TEMPS AVEC VOUS, JE VOUS ENVOIE pour le baron une lettre du c","voulu en profiter pour causer LONG-TEMPS AVEC VOUS. JE VOUS ENVOIE une petite boîte d'écaille, c","(249949, 249985)","(419979, 420012)"
Senac_Emigre_0,"s amis, nous trouvons souvent QUELQUE CHOSE QUI NE NOUS DÉPLAÎT PAS; quand vous entendrez calomni",versité de nos meilleurs amis QUELQUE CHOSE QUI NE NOUS DÉPLAÎT PAS . Quelqu'un lui a-t-il fait c,"(618160, 618197)","(47188, 47225)"
Senac_Emigre_1,"l'Italie, me fut demandée par TOUT CE QU'IL Y AVAIT DE PLUS DISTINGUÉ DANS Rome. Depuis long-temps mon c", monde. Sa maison rassemblait TOUT CE QU'IL Y AVAIT DE PLUS DISTINGUÉ DANS les diverses classes de la so,"(897025, 897069)","(47188, 47225)"
Senac_Emigre_2," qu'on ne m'avait vue au bal, ET EN VÉRITÉ, JE NE CROIS PAS que j'y retourne jamais. Ô l'","is mise au-dessus des propos, ET EN VÉRITÉ JE NE CROIS PAS qu'ils eussent été à redouter","(1122011, 1122040)","(47188, 47225)"
Senac_Emigre_3,"ral d'aucun poids, et qu'avec DE LA NAISSANCE ET DE LA FORTUNE, un homme est rarement refusé", d'après les seules convenanceS DE LA NAISSANCE ET DE LA FORTUne ? Comment pouvait-on se rés,"(1236297, 1236329)","(47188, 47225)"
Senac_Emigre_4,"Vous ne pouvez concevoir tout CE QUI SE PASSE DANS MON CŒUR, non; quoique vous le connais",car un volume ne contiendrait PAS CE QUI SE PASSE DANS MON cœur et dans mon esprit. Le pl,"(1357387, 1357416)","(47188, 47225)"
Souza_Adele_0,"de faire une si jolie action, QUE JE NE PUIS M'EMPÊCHER DE VOUS la conter, et je r'ouvre ma l","nflué sur le reste de ma vie, QUE JE NE PUIS M'EMPÊCHER DE VOUS en dire quelques mots. Ne vou","(99791, 99824)","(60905, 60938)"
