,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_690,"rt qu'il vient de lui faire ; IL EN EST DE MÊME DE L'OUTRAGE QU'ON FAIT À UNE FEMME, CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
Dalville qui venait de se s","t qu'il vient de lui causer ? IL EN EST DE MÊME DE L'OUTRAGE FAIT À UNE FEMME : CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
--Oh monsieur, lui dis-je, ","(225452, 225628)","(76, 272)"
Sade_Justine_691,"e replongea dans de nouvelles RÉFLEXIONS, QUI COMME VOUS CROYEZ BIEN N'ÉTAIENT PAS À SON AVANTAGE. Le soir il vint nous voir tr","s mots, et me laissa dans des RÉFLEXIONS QUI, COMME VOUS CROYEZ BIEN, N'ÉTAIENT PAS À SON AVANTAGE. 
Il y avait six mois que j'é","(225740, 225807)","(76, 272)"
Sade_Justine_692,"dans cette cruelle situation, LORSQUE LA NOUVELLE SE RÉPANDIT ENFIN DANS la maison que non seulement l","rspective d'une mort cruelle, LORSQUE LA NOUVELLE SE RÉPANDIT ENFIN DANS le château que non seulement ","(226865, 226907)","(76, 272)"
Sade_Justine_693,"tune de Dalville était faite, QUE NON SEULEMENT IL RECEVAIT POUR VENISE LA QUANTITÉ IMMENSE DE PAPIER QU'IL EN AVAIT DÉSIRÉE, MAIS QU'ON LUI REDEMANDAIT MÊME ENCORE QUELQUES MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT passer en papier les fonds à ","re maître étaient satisfaits, QUE NON SEULEMENT IL RECEVAIT POUR VENISE LA QUANTITÉ IMMENSE DE PAPIER QU'IL EN AVAIT DÉSIRÉ, MAIS QU'ON LUI REDEMANDAIT MÊME ENCORE SIX MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT passer les fonds à sa volonté","(226972, 227162)","(76, 272)"
Sade_Justine_694,emandait même encore quelques MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT PASSER en papier les fonds à sa volo,i redemandait même encore six MILLIONS DE FAUSSES ESPÈCES DONT ON LUI FERAIT PASSER les fonds à sa volonté pour l,"(227116, 227169)","(76, 272)"
Sade_Justine_695,onds à sa volonté sur Venise. IL ÉTAIT IMPOSSIBLE QUE CE SCÉLÉRAT FÎT UNE fortune plus brillante et plu, à sa volonté pour l'Italie ; IL ÉTAIT IMPOSSIBLE QUE CE SCÉLÉRAT FÎT UNE plus belle fortune ; il parta,"(227215, 227258)","(76, 272)"
Sade_Justine_696,"c plus d'un million de revenu SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR ; TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
DALVILLE S'APPRÊTA AU DÉPART, IL VINT ME VOIR LA VEILLE À MINUIT, ce qui ne lui était pas arri","s de deux millions de rentes, SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR : TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
LES CHOSES ÉTAIENT DANS CET ÉTAT, LORSQUE ROLAND VINT ME CHERCHER POUR DESCENDRE UNE TROISIÈME FOIS DANS LE CAVEAU. JE FRÉMIS EN ME RAPPELANT LES MENACES QU'IL M'AVAIT FAITES LA DERNIÈRE FOIS QUE NOUS Y ÉTIONS ALLÉS. 
--RASSURE-TOI, ME DIT-IL, TU N'AS RIEN À CRAINDRE, IL S'AGIT DE QUELQUE CHOSE QUI NE CONCERNE QUE MOI... UNE VOLUPTÉ SINGULIÈRE DONT JE VEUX JOUIR ET QUI NE TE FERA COURIR NUL RISQUE. 
JE LE SUIS. DÈS QUE TOUTES LES PORTES SONT FERMÉES : --THÉRÈSE, ME DIT ROLAND, IL N'Y A QUE TOI DANS LA MAISON À QUI J'OSE ME CONFIER POUR CE DONT IL S'AGIT ; IL ME FALLAIT UNE TRÈS HONNÊTE FEMME... JE N'AI VU QUE TOI, JE L'AVOUE, JE TE PRÉFÈRE MÊME À MA SŒUR... 
PLEINE DE SURPRISE, JE LE CONJURE DE S'EXPLIQUER. 
--ÉCOUTE-MOI, ME DIT-IL ; MA FORTUNE EST FAITE, MAIS QUELQUES FAVEURS QUE J'AIE REÇUES DU SORT, IL PEUT M'ABANDONNER D'UN INSTANT À L'AUTRE ; JE PUIS ÊTRE GUETTÉ, JE PUIS ÊTRE SAISI DANS LE TRANSPORT QUE JE VAIS FAIRE DE MES RICHESSES, ET, SI CE MALHEUR M'ARRIVE, CE QUI M'ATTEND, THÉRÈSE, C'EST LA CORDE ; C'EST LE MÊME PLAISIR QUE JE ME PLAIS À FAIRE GOÛTER AUX FEMMES, QUI ME SERVIRA DE PUNITION. JE SUIS CONVAINCU, AUTANT QU'IL EST POSSIBLE DE L'ÊTRE, QUE CETTE MORT EST INFINIMENT PLUS DOUCE QU'ELLE N'EST CRUELLE ; MAIS, COMME LES FEMMES À QUI J'EN AI FAIT ÉPROUVER LES PREMIÈRES ANGOISSES N'ONT JAMAIS VOULU ÊTRE VRAIES AVEC MOI, C'EST SUR MON PROPRE INDIVIDU QUE J'EN VEUX CONNAÎTRE LA SENSATION. JE VEUX SAVOIR, PAR MON EXPÉRIENCE MÊME, S'IL N'EST PAS TRÈS CERTAIN QUE CETTE COMPRESSION DÉTERMINE, DANS CELUI QUI L'ÉPROUVE, LE NERF ÉRECTEUR À L'ÉJACULATION ; UNE FOIS PERSUADÉ QUE CETTE MORT N'EST QU'UN JEU, JE LA BRAVERAI BIEN PLUS COURAGEUSEMENT, CAR CE N'EST PAS LA CESSATION DE MON EXISTENCE QUI M'EFFRAIE : MES PRINCIPES SONT FAITS SUR CELA, ET BIEN PERSUADÉ QUE LA MATIÈRE NE PEUT JAMAIS REDEVENIR QUE MATIÈRE, JE NE CRAINS PAS PLUS L'ENFER QUE JE N'ATTENDS LE PARADIS ; MAIS J'APPRÉHENDE LES TOURMENTS D'UNE MORT CRUELLE ; JE NE VOUDRAIS PAS SOUFFRIR EN MOURANT : ESSAYONS DONC. TU ME FERAS TOUT CE QUE JE T'AI FAIT ; JE VAIS ME METTRE NU ; JE MONTERAI SUR LE TABOURET, TU LIERAS LA CORDE, JE M'EXCITERAI UN MOMENT, PUIS, DÈS QUE TU VERRAS LES CHOSES PRENDRE UNE SORTE DE CONSISTANCE, TU RETIRERAS LE TABOURET, ET JE RESTERAI PENDU ; TU M'Y LAISSERAS JUSQU'À CE QUE TU VOIES OU L'ÉMISSION DE MA SENTENCE OU DES SYMPTÔMES DE DOULEUR ; DANS CE SECOND CAS, TU ME DÉTACHERAS SUR-LE-CHAMP ; DANS L'AUTRE, TU LAISSERAS AGIR LA NATURE, ET TU NE ME DÉTACHERAS QU'APRÈS. TU LE VOIS, THÉRÈSE, JE VAIS METTRE MA VIE DANS TES MAINS : TA LIBERTÉ, TA FORTUNE, TEL SERA LE PRIX DE TA BONNE CONDUITE. 
--AH MONSIEUR, RÉPONDIS-JE, IL Y A DE L'EXTRAVAGANCE À CETTE PROPOSITION. 
--NON, THÉRÈSE, JE L'EXIGE, RÉPONDIT-IL EN SE DÉSHABILLANT, MAIS CONDUIS-TOI BIEN ; VOIS QUELLE PREUVE JE TE DONNE DE MA CONFIANCE ET DE MON ESTIME A QUOI M'EÛT-IL SERVI DE BALANCER ? N'ÉTAIT-IL PAS MAÎTRE DE MOI ? D'AILLEURS, IL ME PARAISSAIT QUE LE MAL QUE J'ALLAIS FAIRE SERAIT AUSSITÔT RÉPARÉ PAR L'EXTRÊME SOIN QUE JE PRENDRAIS POUR LUI CONSERVER LA VIE : J'EN ALLAIS ÊTRE MAÎTRESSE DE CETTE VIE, MAIS QUELLES QUE PUSSENT ÊTRE SES INTENTIONS VIS-À-VIS DE MOI, CE NE SERAIT ASSURÉMENT QUE POUR LA LUI RENDRE. 
NOUS NOUS DISPOSONS : ROLAND S'ÉCHAUFFE PAR QUELQUES-UNES DE SES CARESSES ORDINAIRES ; IL MONTE SUR LE TABOURET, JE L'ACCROCHE ; IL VEUT QUE JE L'INVECTIVE PENDANT CE TEMPS-LÀ, QUE JE LUI REPROCHE TOUTES LES HORREURS DE SA VIE : JE LE FAIS ; BIENTÔT SON DARD MENACE LE CIEL, LUI-MÊME ME FAIT SIGNE DE RETIRER LE TABOURET, J'OBÉIS. LE CROIREZ-VOUS, MADAME, RIEN DE SI VRAI QUE CE QU'AVAIT CRU ROLAND : CE NE FURENT QUE DES SYMPTÔMES DE PLAISIR QUI SE PEIGNIRENT SUR SON VISAGE, ET PRESQUE AU MÊME INSTANT DES JETS RAPIDES DE SEMENCE S'ÉLANCÈRENT À LA VOÛTE. QUAND TOUT EST RÉPANDU, SANS QUE J'AIE AIDÉ EN QUOI QUE CE PÛT ÊTRE, JE VOLE LE DÉGAGER, IL TOMBE ÉVANOUI, MAIS À FORCE DE SOINS, JE LUI AI BIENTÔT FAIT REPRENDRE SES SENS. 
--OH THÉRÈSE, ME DIT-IL EN ROUVRANT LES YEUX, ON NE SE FIGURE POINT CES SENSATIONS ; ELLES SONT AU-DESSUS DE TOUT CE QU'ON PEUT DIRE : QU'ON FASSE MAINTENANT DE MOI CE QUE L'ON VOUDRA, JE BRAVE LE GLAIVE DE THÉMIS. TU VAS ME TROUVER ENCORE BIEN COUPABLE ENVERS LA RECONNAISSANCE, THÉRÈSE, ME DIT ROLAND EN M'ATTACHANT LES MAINS DERRIÈRE LE DOS, MAIS QUE VEUX-TU, MA CHÈRE, ON NE SE CORRIGE POINT À MON ÂGE... CHÈRE CRÉATURE, TU VIENS DE ME RENDRE À LA VIE, ET JE N'AI JAMAIS SI FORTEMENT CONSPIRÉ CONTRE LA TIENNE ; TU AS PLAINT LE SORT DE SUZANNE, EH BIEN JE VAIS TE RÉUNIR À ELLE ; JE VAIS TE PLONGER VIVE DANS LE CAVEAU OÙ ELLE EXPIRA. 
JE NE VOUS PEINDRAI POINT MON ÉTAT, MADAME, VOUS LE CONCEVEZ ; J'AI BEAU PLEURER, BEAU GÉMIR, ON NE M'ÉCOUTE PLUS. ROLAND OUVRE LE CAVEAU FATAL, IL Y DESCEND UNE LAMPE, AFIN QUE J'EN PUISSE ENCORE MIEUX DISCERNER LA MULTITUDE DE CADAVRES DONT IL EST REMPLI, IL PASSE ENSUITE UNE CORDE SOUS MES BRAS, LIÉS, COMME JE VOUS L'AI DIT, DERRIÈRE MON DOS, ET PAR LE MOYEN DE CETTE CORDE IL ME DESCEND À VINGT PIEDS DU FOND DE CE CAVEAU ET À ENVIRON TRENTE DE CELUI OÙ IL ÉTAIT : JE SOUFFRAIS HORRIBLEMENT DANS CETTE POSITION, IL SEMBLAIT QUE L'ON M'ARRACHÂT LES BRAS. DE QUELLE FRAYEUR NE DEVAIS-JE PAS ÊTRE SAISIE, ET QUELLE PERSPECTIVE S'OFFRAIT À MOI DES MONCEAUX DE CORPS MORTS AU MILIEU DESQUELS J'ALLAIS FINIR MES JOURS ET DONT L'ODEUR M'INFECTAIT DÉJÀ ROLAND ARRÊTE LA CORDE À UN BÂTON FIXÉ EN TRAVERS DU TROU, PUIS ARMÉ D'UN COUTEAU, JE L'ENTENDS QUI S'EXCITE. 
--ALLONS, THÉRÈSE, ME DIT-IL, RECOMMANDE TON ÂME À DIEU, L'INSTANT DE MON DÉLIRE SERA CELUI OÙ JE TE JETTERAI DANS CE SÉPULCRE, OÙ JE TE PLONGERAI DANS L'ÉTERNEL ABÎME QUI T'ATTEND ; AH ... AH ... THÉRÈSE, AH ... 
ET JE SENTIS MA TÊTE COUVERTE DES PREUVES DE SON EXTASE SANS QU'IL EÛT HEUREUSEMENT COUPÉ LA CORDE : IL ME RETIRE. 
--EH BIEN ME DIT-IL, AS-TU EU PEUR ? 
-- AH, MONSIEUR -- C'EST AINSI QUE TU MOURRAS, THÉRÈSE, SOIS-EN SÛRE, ET J'ÉTAIS BIEN AISE DE T'Y ACCOUTUMER. 
NOUS REMONTÂMES... DEVAIS-JE ME PLAINDRE, DEVAIS-JE ME LOUER ? QUELLE RÉCOMPENSE DE CE QUE JE VENAIS ENCORE DE FAIRE POUR LUI MAIS LE MONSTRE N'EN POUVAIT-IL PAS FAIRE DAVANTAGE ? NE POUVAIT-IL PAS ME FAIRE PERDRE LA VIE ? OH, QUEL HOMME ROLAND ENFIN PRÉPARA SON DÉPART. IL VINT ME VOIR LA VEILLE À MINUIT ; je me jette à ses pieds, je","(227346, 227662)","(76, 272)"
Sade_Justine_697,"i à ses pieds, je le conjurai AVEC LES PLUS VIVES INSTANCES DE ME RENDRE LA LIBERTÉ ET LE PEU QU'IL VOUDRAIT D'ARGENT POUR ME CONDUIRE À GRENOBLE. 
-- A GRENOBLE, tu me dénoncerais. 
--Eh bie","te à ses pieds, je le conjure AVEC LES PLUS VIVES INSTANCES DE ME RENDRE LA LIBERTÉ ET D'Y JOINDRE LE PEU QU'IL VOUDRAIT D'ARGENT POUR ME CONDUIRE À GRENOBLE. 
-- A GRENOBLE Assurément non, Thérèse, tu n","(227818, 227949)","(76, 272)"
Sade_Justine_698,"enoble. 
-- A Grenoble, tu me DÉNONCERAIS. 
--EH BIEN, MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE n'y pas mettre les pieds ; fa","ément non, Thérèse, tu nous y DÉNONCERAIS. 
--EH BIEN MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE n'y jamais aller, et pour vou","(227957, 228064)","(76, 272)"
Sade_Justine_699,"ttre les pieds ; faites mieux POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE ; PEUT-ÊTRE N'Y TROUVERAIS-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE QUE J'AI DE PLUS SACRÉ DE NE VOUS Y JAMAIS IMPORTUNER. 
--JE NE TE DONNERAI PAS UN SECOURS, PAS UN écu, me répliqua durement cet","rment de n'y jamais aller, et POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE ; PEUT-ÊTRE N'Y TROUVERAI-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE QU'IL Y A DE PLUS SAINT DE NE VOUS Y JAMAIS IMPORTUNER. 
--JE NE TE DONNERAI PAS UN SECOURS, PAS UN sou, me répondit durement cet","(228105, 228423)","(76, 272)"
Sade_Justine_700,"ours, pas un écu, me répliqua DUREMENT CET INSIGNE COQUIN, TOUT CE QUI s'appelle aumône ou charité e","ours, pas un sou, me répondit DUREMENT CET INSIGNE COQUIN ; TOUT CE QUI tient à la pitié, à la commis","(228441, 228481)","(76, 272)"
Sade_Justine_701,"ont je ne m'écarterai jamais. LE PAUVRE EST DANS L'ORDRE DE LA NATURE ; EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT MÊME DANS LE CHANGEMENT QUE NOTRE CIVILISATION APPORTERAIT À SES LOIS. Le pauvre remplace le faible"," m'écarterai point, Thérèse ; LE PAUVRE EST DANS L'ORDRE DE LA NATURE : EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT, MÊME DANS LES CHANGEMENTS QUE NOTRE CIVILISATION APPORTERAIT À SES LOIS ; soulager l'indigent est ané","(228765, 228996)","(76, 272)"
Sade_Justine_702,"te l'ai déjà dit, le soulager EST ANÉANTIR L'ORDRE ÉTABLI, C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST À LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS. C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ, C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE, C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE LUI REFUSER SON SECOURS, ET CELA PAR L'HABITUDE OÙ CE secours aura mis le pauvre de","es lois ; soulager l'indigent EST ANÉANTIR L'ORDRE ÉTABLI ; C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS ; C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ ; C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE ; C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE REFUSER SON SECOURS, ET CELA PAR L'HABITUDE OÙ CES secours auront mis le pauvre ","(229061, 229448)","(76, 272)"
Sade_Justine_703,"cours aura mis le pauvre de l'OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE, SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Il s'en faut bien que je","s auront mis le pauvre de les OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Cela se peut, Thérèse ; ","(229481, 229618)","(76, 272)"
Sade_Justine_704," la mienne sur les débris des PRÉJUGÉS DE L'HOMME. C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES, C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE HEURTAIS DANS MON CHEMIN, C'EST EN ABUSANT DE LA BONNE FOI et de la crédulité des autres",es débris de tous ces infâmes PRÉJUGÉS DE L'HOMME ; C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES ; C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE TROUVAIS DANS MON CHEMIN ; C'EST EN ABUSANT DE LA BONNE FOI publique ; c'est en ruinant l,"(230006, 230186)","(76, 272)"
Sade_Justine_705,"é des autres, c'est en minant LE PAUVRE ET VOLANT LE RICHE QUE JE SUIS PARVENU AU TEMPLE ESCARPÉ DE LA DIVINITÉ QUE J'ENCENSAIS. QUE NE M'IMITAIS-TU ? ta fortune a été dans tes m","i publique ; c'est en ruinant LE PAUVRE ET VOLANT LE RICHE, QUE JE SUIS PARVENU AU TEMPLE ESCARPÉ DE LA DIVINITÉ QUE J'ENCENSAIS ; QUE NE M'IMITAIS-TU ? La route étroite de ce temp","(230234, 230352)","(76, 272)"
Sade_Justine_706,"rifices que tu lui as faits ? IL N'EST PLUS TEMPS, MALHEUREUSE, IL N'EST PLUS TEMPS ; PLEURE SUR TES FAUTES, SOUFFRE ET TÂCHE DE TROUVER SI TU PEUX DANS LE SEIN DES FANTÔMES QUE TU RÉVÈRES, CE QUE ta crédulité t'a fait perdre."," consolée de tes sacrifices ? IL N'EST PLUS TEMPS, MALHEUREUSE, IL N'EST PLUS TEMPS, PLEURE SUR TES FAUTES, SOUFFRE ET TÂCHE DE TROUVER, SI TU PEUX, DANS LE SEIN DES FANTÔMES QUE TU RÉVÈRES, CE QUE le culte que tu leur as rendu","(230488, 230654)","(76, 272)"
Sade_Justine_707,"èrent enfin de ses outrages. 
LE LENDEMAIN AVANT DE PARTIR CE MALHEUREUX NOUS DONNA UNE NOUVELLE SCÈNE DE CRUAUTÉ ET DE BARBARIE DONT LES ANNALES DES ANDRONICS, DES NÉRONS, des Venceslas et des Tibères"," temps d'en faire davantage. 
LE LENDEMAIN, AVANT DE PARTIR, CE MALHEUREUX NOUS DONNA UNE NOUVELLE SCÈNE DE CRUAUTÉ ET DE BARBARIE, DONT LES ANNALES DES ANDRONIC, DES NÉRON, des Tibère, des Venceslas ne","(231101, 231242)","(76, 272)"
Sade_Justine_708, des Venceslas et des Tibères NE FOURNISSENT AUCUN EXEMPLE. TOUT LE MONDE CROYAIT que sa maîtresse partait avec,"on, des Tibère, des Venceslas NE FOURNISSENT AUCUN EXEMPLE. TOUT LE MONDE CROYAIT au château que la sœur de Rol","(231273, 231324)","(76, 272)"
Sade_Justine_709,"ec lui, il l'avait fait parer EN CONSÉQUENCE ; AU MOMENT DE MONTER À CHEVAL, IL LA CONDUIT VERS NOUS. 
--VOILÀ TON POSTE, VILE CRÉATURE, LUI DIT-IL EN LUI ORDONNANT DE SE DÉSHABILLER, JE VEUX QUE MES CAMARADES SE SOUVIENNENT DE MOI EN LEUR LAISSANT POUR GAGE LA FEMME DONT ILS ME CRAIENT LE PLUS ÉPRIS ; MAIS COMME IL N'EN FAUT que trois ici... que je vais ","ui : il l'avait fait habiller EN CONSÉQUENCE ; AU MOMENT DE MONTER À CHEVAL, IL LA CONDUIT VERS NOUS. 
--VOILÀ TON POSTE, VILE CRÉATURE, LUI DIT-IL, EN LUI ORDONNANT DE SE METTRE NUE ; JE VEUX QUE MES CAMARADES SE SOUVIENNENT DE MOI EN LEUR LAISSANT POUR GAGE LA FEMME DONT ILS ME CRAIENT LE PLUS ÉPRIS ; MAIS COMME IL N'EN FAUT qu'un certain nombre ici, que","(231382, 231679)","(76, 272)"
Sade_Justine_710," comme il n'en faut que trois ICI... QUE JE VAIS FAIRE UNE ROUTE DANGEREUSE DANS LAQUELLE MES ARMES ME SONT UTILES, JE VAIS ESSAYER MES PISTOLETS SUR UNE DE vous. 
En disant cela il en a","'en faut qu'un certain nombre ICI, QUE JE VAIS FAIRE UNE ROUTE DANGEREUSE DANS LAQUELLE MES ARMES ME SERONT PEUT-ÊTRE UTILES, IL FAUT QUE J'ESSAIE MES PISTOLETS SUR L'UNE DE ces coquines. 
En disant cela","(231690, 231816)","(76, 272)"
Sade_Justine_711,"s pistolets sur une de vous. 
EN DISANT CELA IL EN ARME UN, LE PRÉSENTE SUR LA POITRINE DE CHACUNE des trois femmes qui tournaie","s sur l'une de ces coquines. 
EN DISANT CELA, IL EN ARME UN, LE PRÉSENTE SUR LA POITRINE DE CHACUNE de nous, et revenant enfin à ","(231824, 231892)","(76, 272)"
Sade_Justine_712," dire au diable que Dalville, LE PLUS RICHE DES SCÉLÉRATS DE LA TERRE, EST CELUI QUI BRAVE LE PLUS INSOLEMMENT ET LA MAIN DU CIEL ET LA SIENNE. 
CETTE INFORTUNÉE QUI N'EXPIRE PAS TOUT DE SUITE SE DÉBAT LONGTEMPS SOUS ses chaînes, spectacle horrib","va dire au diable que Roland, LE PLUS RICHE DES SCÉLÉRATS DE LA TERRE, EST CELUI QUI BRAVE LE PLUS INSOLEMMENT ET LA MAIN DU CIEL ET LA SIENNE CETTE INFORTUNÉE, QUI N'EXPIRA PAS TOUT DE SUITE, SE DÉBATTIT LONGTEMPS SOUS ses fers : spectacle horrible","(232116, 232302)","(76, 272)"
Sade_Justine_713,"gne pour jamais de nos yeux. 
TOUT CHANGEA DÈS LE LENDEMAIN DU DÉPART DE DALVILLE ; SON SUCCESSEUR, HOMME DOUX ET PLEIN DE RAISON, NOUS FIT relâcher dès l'instant. 
--Ce","gnant pour toujours de nous. 
TOUT CHANGEA DÈS LE LENDEMAIN DU DÉPART DE ROLAND. SON SUCCESSEUR, HOMME DOUX ET PLEIN DE RAISON, NOUS FIT à l'instant relâcher. 
--Ce n","(232658, 232767)","(76, 272)"
Sade_Justine_714,"it relâcher dès l'instant. 
--CE N'EST POINT LÀ L'OUVRAGE D'UN SEXE FAIBLE ET DOUX, NOUS DIT-IL AVEC BONTÉ, C'EST À DES ANIMAUX À SERVIR CETTE MACHINE ; LE MÉTIER QUE NOUS FAISONS EST ASSEZ CRIMINEL SANS OFFENSER ENCORE L'ÊTRE SUPRÊME PAR DES ATROCITÉS GRATUITES. 
IL NOUS ÉTABLIT DANS LE CHÂTEAU, remit sans aucun intérêt la "," fit à l'instant relâcher. 
--CE N'EST POINT LÀ L'OUVRAGE D'UN SEXE FAIBLE ET DÉLICAT, NOUS DIT-IL AVEC BONTÉ ; C'EST À DES ANIMAUX À SERVIR CETTE MACHINE : LE MÉTIER QUE NOUS FAISONS EST ASSEZ CRIMINEL, SANS OFFENSER ENCORE L'ÊTRE SUPRÊME PAR DES ATROCITÉS GRATUITES. 
IL NOUS ÉTABLIT DANS LE CHÂTEAU, et me mit, sans rien exiger ","(232795, 233061)","(76, 272)"
Sade_Justine_715,"pagne et moi, à la taille des PIÈCES DE MONNAIE, MÉTIER BIEN MOINS FATIGANT SANS DOUTE ET DONT nous étions pourtant récompen","urent occupées à la taille de PIÈCES DE MONNAIE, MÉTIER BIEN MOINS FATIGANT SANS DOUTE ET DONT elles étaient pourtant récomp","(233248, 233312)","(76, 272)"
Sade_Justine_716,"tant récompensées par de très BONNES CHAMBRES ET UNE EXCELLENTE NOURRITURE. AU BOUT DE DEUX MOIS LE SUCCESSEUR DE DALVILLE, NOMMÉ ROLAND, NOUS APPRIT L'HEUREUSE ARRIVÉE DE SON CONFRÈRE À VENISE ; IL Y ÉTAIT ÉTABLI, IL Y AVAIT RÉALISÉ SA FORTUNE ET y jouissait de toute la prosp","ensées, ainsi que moi, par de BONNES CHAMBRES ET UNE EXCELLENTE NOURRITURE. 
AU BOUT DE DEUX MOIS, DALVILLE, SUCCESSEUR DE ROLAND, NOUS APPRIT L'HEUREUSE ARRIVÉE DE SON CONFRÈRE À VENISE : IL Y ÉTAIT ÉTABLI, IL Y AVAIT RÉALISÉ SA FORTUNE, ET il jouissait de tout le repos","(233359, 233576)","(76, 272)"
Sade_Justine_717,"issait de toute la prospérité DONT IL AVAIT PU SE FLATTER. 
IL S'EN FALLUT BIEN QUE LE SORT DE son successeur fût le même ; "," le repos, de tout le bonheur DONT IL AVAIT PU SE FLATTER. IL S'EN FALLUT BIEN QUE LE SORT DE celui qui le remplaçait fût l","(233612, 233676)","(76, 272)"
Sade_Justine_718,"ête, c'en était plus qu'il en FALLAIT POUR ÊTRE PROMPTEMENT ÉCRASÉ. UN JOUR QUE TOUT ÉTAIT TRANQUILLE AU CHÂTEAU, QUE SOUS LES LOIS DE CE BON MAÎTRE, LE TRAVAIL QUOIQUE CRIMINEL S'Y FAISAIT aisément et avec plaisir, tou","on : c'en était plus qu'il ne FALLAIT POUR ÊTRE PROMPTEMENT ÉCRASÉ. 
UN JOUR QUE TOUT ÉTAIT TRANQUILLE AU CHÂTEAU, QUE SOUS LES LOIS DE CE BON MAÎTRE LE TRAVAIL, QUOIQUE CRIMINEL, S'Y FAISAIT pourtant avec gaieté, les por","(233767, 233926)","(76, 272)"
