,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_11,"es ? Pourra-t-on être fâché d'AVOIR ÉTABLI UN FAIT, D'OÙ IL RÉSULTERA POUR LE SAGE QUI LIT AVEC FRUIT LA LEÇON SI UTILE DE LA SOUMISSION AUX ORDRES DE LA PROVIDENCE, ET L'AVERTISSEMENT FATAL QUE C'EST SOUVENT POUR NOUS RAMENER À NOS DEVOIRS QUE LE CIEL FRAPPE À CÔTÉ DE NOUS l'être qui nous paraît le mie","t-on former quelque remords d'AVOIR ÉTABLI UN FAIT, D'OÙ IL RÉSULTERA POUR LE SAGE QUI LIT AVEC FRUIT LA LEÇON SI UTILE DE LA SOUMISSION AUX ORDRES DE LA PROVIDENCE, UNE PARTIE DU DÉVELOPPEMENT DE SES PLUS SECRÈTES ÉNIGMES ET L'AVERTISSEMENT FATAL QUE C'EST SOUVENT POUR NOUS RAMENER À NOS DEVOIRS QUE LE CIEL FRAPPE À CÔTÉ DE NOUS les êtres qui paraissent même","(2615, 2859)","(81, 269)"
Sade_Infortunes_12,"ons dû mettre sous ses yeux. 
MME LA COMTESSE DE LORSANGE ÉTAIT UNE DE CES PRÊTRESSES DE VÉNUS DONT LA FORTUNE EST L'OUVRAGE D'UNE jolie figure et de beaucoup d","triste et misérable Justine. 
MME LA COMTESSE DE LORSANGE ÉTAIT UNE DE CES PRÊTRESSES DE VÉNUS, DONT LA FORTUNE EST L'OUVRAGE D'UNE figure enchanteresse, de beau","(3267, 3367)","(81, 269)"
Sade_Infortunes_13," et de beaucoup d'inconduite, ET DONT LES TITRES, QUELQUE POMPEUX QU'ILS SAIENT, NE SE TROUVENT QUE DANS LES ARCHIVES DE CYTHÈRE, FORGÉS PAR L'IMPERTINENCE QUI LES PREND, ET SOUTENUS PAR LA SOTTE CRÉDULITÉ QUI LES DONNE : BRUNE, une belle taille, des yeux d","d'inconduite et de fourberie, ET DONT LES TITRES QUELQUE POMPEUX QU'ILS SAIENT NE SE TROUVENT QUE DANS LES ARCHIVES DE CYTHÈRE, FORGÉS PAR L'IMPERTINENCE QUI LES PREND ET SOUTENUS PAR LA SOTTE CRÉDULITÉ QUI LES DONNE. 
BRUNE, fort vive, une belle taille,","(3410, 3607)","(81, 269)"
Sade_Infortunes_14,"d'une singulière expression ; CETTE INCRÉDULITÉ DE MODE, QUI, PRÊTANT UN SEL DE PLUS AUX PASSIONS, FAIT RECHERCHER AVEC plus de soin les femmes en qu","ieuse, de l'esprit et surtout CETTE INCRÉDULITÉ DE MODE QUI, PRÊTANT UN SEL DE PLUS AUX PASSIONS, FAIT RECHERCHER AVEC bien plus de soin la femme en","(3666, 3755)","(81, 269)"
Sade_Infortunes_15," très gros banquier de Paris, ELLE AVAIT ÉTÉ ÉLEVÉE AVEC UNE SŒUR NOMMÉE JUSTINE, PLUS JEUNE QU'ELLE DE TROIS ANS, DANS UNE DES plus célèbres abbayes de cett","rçant de la rue Saint-Honoré, ELLE AVAIT ÉTÉ ÉLEVÉE AVEC UNE SŒUR PLUS JEUNE QU'ELLE DE TROIS ANS DANS UN DES meilleurs couvents de Paris, ","(4107, 4204)","(81, 269)"
Sade_Infortunes_16," où jusqu'à l'âge de douze et DE QUINZE ANS, AUCUN CONSEIL, AUCUN MAÎTRE, AUCUN livre, aucun talent n'avaient","ts de Paris, où jusqu'à l'âge DE QUINZE ANS, AUCUN CONSEIL, AUCUN MAÎTRE, AUCUN bon livre, aucun talent ne lu","(4275, 4324)","(81, 269)"
Sade_Infortunes_17,"deux jeunes filles, tout leur MANQUA DANS UN SEUL JOUR : UNE BANQUEROUTE AFFREUSE PRÉCIPITA LEUR PÈRE DANS UNE SITUATION SI CRUELLE, qu'il en périt de chagrin. S","u d'une jeune fille, tout lui MANQUA DANS UN SEUL JOUR. UNE BANQUEROUTE AFFREUSE PRÉCIPITA SON PÈRE DANS UNE SITUATION SI CRUELLE que tout ce qu'il put faire p","(4480, 4581)","(81, 269)"
Sade_Infortunes_18,"enir ce qu'elles voudraient. 
MME DE LORSANGE, QUI SE NOMMAIT POUR LORS JULIETTE, ET DONT LE CARACTÈRE ET L'ESPRIT ÉTAIENT, À FORT PEU DE CHOSE PRÈS, AUSSI FORMÉS QU'À trente ans, âge qu'elle attei"," maîtresses de leurs actions. MME DE LORSANGE QUI SE NOMMAIT ALORS JULIETTE ET DONT LE CARACTÈRE ET L'ESPRIT ÉTAIENT À FORT PEU DE CHOSE PRÈS AUSSI FORMÉS QU'À l'âge de trente ans, époque o","(4994, 5131)","(81, 269)"
Sade_Infortunes_19,"de l'histoire que nous allons RACONTER, NE PARUT SENSIBLE QU'AU PLAISIR D'ÊTRE LIBRE, SANS RÉFLÉCHIR UN INSTANT AUX CRUELS REVERS QUI BRISAIENT SES CHAÎNES. POUR JUSTINE, âgée, comme nous l'avons dit","t lors de l'anecdote que nous RACONTONS, NE PARUT SENSIBLE QU'AU PLAISIR D'ÊTRE LIBRE, SANS RÉFLÉCHIR UN INSTANT AUX CRUELS REVERS QUI BRISAIENT SES CHAÎNES. POUR JUSTINE, sa sœur, venant d'atteindre ","(5202, 5341)","(81, 269)"
Sade_Infortunes_20,"te l'horreur de sa situation. DOUÉE D'UNE TENDRESSE, D'UNE SENSIBILITÉ SURPRENANTE, AU LIEU DE L'ART ET DE LA FINESSE DE SA SŒUR, elle n'avait qu'une ingénuit","ctère sombre et mélancolique, DOUÉE D'UNE TENDRESSE, D'UNE SENSIBILITÉ SURPRENANTES, N'AYANT AU LIEU DE L'ART ET DE LA FINESSE DE SA SŒUR, qu'une ingénuité, une candeu","(5500, 5598)","(81, 269)"
Sade_Infortunes_21,"qu'une ingénuité, une candeur QUI DEVAIENT LA FAIRE TOMBER DANS BIEN DES PIÈGES. Cette jeune fille, à tant de","é, une candeur, une bonne foi QUI DEVAIENT LA FAIRE TOMBER DANS BIEN DES PIÈGES, elle sentit toute l'horreur ","(5643, 5692)","(81, 269)"
Sade_Infortunes_22," dont la nature avait embelli JULIETTE ; AUTANT ON VOYAIT D'ARTIFICE, DE MANÈGE, DE COQUETTERIE DANS LES TRAITS DE L'UNE, AUTANT ON ADMIRAIT DE PUDEUR, DE DÉCENCE ET DE TIMIDITÉ DANS L'AUTRE ; UN AIR DE VIERGE, DE GRANDS YEUX BLEUS, PLEINS d'âme et d'intérêt, une peau "," toute différente de celle de JULIETTE ; AUTANT ON VOYAIT D'ARTIFICE, DE MANÈGE, DE COQUETTERIE DANS LES TRAITS DE L'UNE, AUTANT ON ADMIRAIT DE PUDEUR, DE DÉLICATESSE ET DE TIMIDITÉ DANS L'AUTRE. UN AIR DE VIERGE, DE GRANDS YEUX BLEUS PLEINS d'intérêt, une peau éblouissa","(5825, 6034)","(81, 269)"
Sade_Infortunes_23,"yeux bleus, pleins d'âme et d'INTÉRÊT, UNE PEAU ÉBLOUISSANTE, UNE TAILLE SOUPLE et flexible, un organe toucha","de grands yeux bleus pleins d'INTÉRÊT, UNE PEAU ÉBLOUISSANTE, UNE TAILLE FINE et légère, un son de voix tou","(6046, 6095)","(81, 269)"
Sade_Infortunes_24,"beaux cheveux blonds, voilà l'ESQUISSE DE CETTE CADETTE CHARMANTE, DONT LES GRÂCES NAÏVES ET LES TRAITS DÉLICATS sont au-dessus de nos pinceau","x cheveux blonds, telle est l'ESQUISSE DE CETTE CADETTE CHARMANTE DONT LES GRÂCES NAÏVES ET LES TRAITS DÉLICIEUX sont d'une touche trop fine e","(6190, 6272)","(81, 269)"
Sade_Infortunes_25,"u-dessus de nos pinceaux. 
On LEUR DONNA VINGT-QUATRE HEURES À L'UNE ET À L'AUTRE POUR QUITTER LE COUVENT, LEUR LAISSANT LE SOIN DE SE POURVOIR, AVEC LEURS CENT ÉCUS, OÙ BON LEUR SEMBLERAIT. JULIETTE, ENCHANTÉE D'ÊTRE SA MAÎTRESSE, VOULUT UN MOMENT ESSUYER LES PLEURS DE JUSTINE, PUIS VOYANT QU'ELLE N'Y RÉUSSIRAIT PAS, ELLE SE MIT À LA GRONDER AU LIEU DE LA CONSOLER ; ELLE LUI reprocha sa sensibilité ; ell","ui voudrait les réaliser. 
On LEUR DONNA VINGT-QUATRE HEURES À L'UNE ET À L'AUTRE POUR QUITTER LE COUVENT, LEUR LAISSANT LE SOIN DE SE POURVOIR AVEC LEURS CENT ÉCUS OÙ BON LEUR SEMBLERAIT. JULIETTE, ENCHANTÉE D'ÊTRE SA MAÎTRESSE, VOULUT UN MOMENT ESSUYER LES PLEURS DE JUSTINE, MAIS VOYANT QU'ELLE N'Y RÉUSSIRAIT PAS, ELLE SE MIT À LA GRONDER AU LIEU DE LA CONSOLER, ELLE LUI dit qu'elle était une bête et","(6309, 6657)","(81, 269)"
Sade_Infortunes_26," il était impossible qu'elles MOURUSSENT DE FAIM. ELLE LUI CITA LA FILLE D'UNE DE LEURS VOISINES, QUI, S'ÉTANT ÉCHAPPÉE DE LA MAISON PATERNELLE, ÉTAIT AUJOURD'HUI RICHEMENT entretenue et bien plus heure","oint d'exemple que des filles MOURUSSENT DE FAIM ; ELLE LUI CITA LA FILLE D'UNE DE LEURS VOISINES, QUI S'ÉTANT ÉCHAPPÉE DE LA MAISON PATERNELLE, ÉTAIT MAINTENANT RICHEMENT entretenue par un fermier gén","(7728, 7870)","(81, 269)"
Sade_Infortunes_27,"émir. 
Les deux jeunes filles SE SÉPARÈRENT DONC, SANS AUCUNE PROMESSE DE SE REVOIR, DÈS QUE LEURS INTENTIONS SE TROUVAIENT SI DIFFÉRENTES. JULIETTE QUI ALLAIT, PRÉTENDAIT-ELLE, DEVENIR UNE GRANDE DAME, CONSENTIRAIT-ELLE À RECEVOIR UNE PETITE fille dont les inclinations v","sait l'éloge. 
Les deux sœurs SE SÉPARÈRENT DONC SANS AUCUNE PROMESSE DE SE REVOIR, DÈS QUE LEURS INTENTIONS SE TROUVAIENT SI DIFFÉRENTES. JULIETTE QUI ALLAIT, PRÉTENDAIT-ELLE, DEVENIR UNE GRANDE DAME, CONSENTIRAIT-ELLE À REVOIR UNE PETITE fille défît les inclinations ","(8609, 8821)","(81, 269)"
Sade_Infortunes_28,"s basses seraient capables de LA DÉSHONORER ? ET DE SON CÔTÉ, JUSTINE VOUDRAIT-ELLE RISQUER SES MŒURS DANS LA SOCIÉTÉ D'UNE CRÉATURE PERVERSE QUI ALLAIT DEVENIR VICTIME DE LA CRAPULE ET DE LA DÉBAUCHE PUBLIQUE ? Toutes deux se firent donc ","vertueuses et basses allaient LA DÉSHONORA, ET DE SON CÔTÉ JUSTINE VOUDRAIT-ELLE RISQUER SES MŒURS DANS LA SOCIÉTÉ D'UNE CRÉATURE PERVERSE QUI ALLAIT DEVENIR VICTIME DE LA CRAPULE ET DE LA DÉBAUCHE PUBLIQUE ? Chacune chercha donc des re","(8894, 9073)","(81, 269)"
Sade_Infortunes_29,"Justine, caressée lors de son ENFANCE PAR LA COUTURIÈRE DE SA MÈRE, CROIT QUE CETTE femme sera sensible à son mal","venu. 
Justine caressée étant ENFANT PAR LA COUTURIÈRE DE SA MÈRE, S'IMAGINA QUE CETTE femme serait sensible à son s","(9207, 9260)","(81, 269)"
Sade_Infortunes_30,"vre créature, faut-il que les PREMIERS PAS QUE JE FAIS DANS LE MONDE SAIENT DÉJÀ MARQUÉS PAR DES CHAGRINS CETTE FEMME M'AIMAIT AUTREFOIS, POURQUOI me rejette-t-on aujourd'hui ?","tite créature, faut-il que le PREMIER PAS QUE JE FAIS DANS LE MONDE NE ME CONDUISE DÉJÀ QU'AUX CHAGRINS... CETTE FEMME M'AIMAIT AUTREFOIS, POURQUOI donc me repousse-t-elle aujou","(9497, 9613)","(81, 269)"
Sade_Infortunes_31,"ois, pourquoi me rejette-t-on AUJOURD'HUI ? HÉLAS C'EST QUE JE SUIS ORPHELINE ET PAUVRE ; C'EST QUE JE N'AI PLUS DE RESSOURCES DANS LE MONDE, ET QUE L'ON N'ESTIME LES GENS QU'EN RAISON DES SECOURS ET DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
Justine, en larmes, va trou","rquoi donc me repousse-t-elle AUJOURD'HUI ?... HÉLAS, C'EST QUE JE SUIS ORPHELINE ET PAUVRE... C'EST QUE JE N'AI PLUS DE RESSOURCE DANS LE MONDE ET QU'ON N'ESTIME LES GENS QU'EN RAISON DES SECOURS, OU DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
Justine voyant cela fut tro","(9630, 9844)","(81, 269)"
Sade_Infortunes_32,"s qu'en raison des secours et DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
JUSTINE, en larmes, va trouver son cu"," qu'en raison des secours, ou DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
JUSTINE voyant cela fut trouver le cu","(9800, 9854)","(81, 269)"
Sade_Infortunes_33," cela, l'interprète des dieux LUI AVAIT PASSÉ LA MAIN SOUS LE MENTON, EN LUI DONNANT UN BAISER BEAUCOUP TROP MONDAIN POUR UN HOMME D'ÉGLISE, JUSTINE, QUI NE L'AVAIT QUE TROP COMPRIS, LE REPOUSSA EN LUI DISANT : --MONSIEUR, JE NE VOUS DEMANDE NI L'AUMÔNE NI UNE PLACE DE SERVANTE ; IL Y A TROP PEU DE TEMPS QUE JE QUITTE UN ÉTAT AU-DESSUS DE CELUI QUI PEUT FAIRE DÉSIRER CES DEUX GRÂCES pour être réduite à les implo","en disant cela le saint homme LUI AVAIT PASSÉ LA MAIN SOUS LE MENTON EN LUI DONNANT UN BAISER BEAUCOUP TROP MONDAIN POUR UN HOMME D'ÉGLISE, JUSTINE QUI NE L'AVAIT QUE TROP COMPRIS SE RETIRA FORT VITE, EN LUI DISANT : --MONSIEUR, JE NE VOUS DEMANDE NI L'AUMÔNE, NI UNE PLACE DE SERVANTE, IL Y A TROP PEU DE TEMPS QUE JE QUITTE UN ÉTAT AU-DESSUS DE CELUI QUI PEUT FAIRE SOLLICITER CES DEUX GRÂCES, pour en être encore réduite ","(11353, 11708)","(81, 269)"
Sade_Infortunes_34,"seils dont ma jeunesse et mes MALHEURS ONT BESOIN, ET VOUS VOULEZ ME LES FAIRE ACHETER un peu trop cher. 
Le pasteur","seils dont ma jeunesse et mon MALHEUR ONT BESOIN, ET VOUS VOULEZ ME LES FAIRE ACHETER par un crime... 
Le curé révo","(11794, 11850)","(81, 269)"
Sade_Infortunes_35,"e créature, et la malheureuse JUSTINE, DEUX FOIS REPOUSSÉE DÈS LE PREMIER JOUR QU'ELLE EST CONDAMNÉE À L'ISOLISME, ENTRE DANS UNE MAISON OÙ ELLE VOIT UN ÉCRITEAU, LOUE UN PETIT CABINET garni au cinquième, le paye d","te, la chasse brutalement, et JUSTINE, DEUX FOIS REPOUSSÉE DÈS LE PREMIER JOUR QU'ELLE EST CONDAMNÉE À L'ISOLISME, ENTRE DANS UNE MAISON OÙ ELLE VOIT UN ÉCRITEAU, LOUE UNE PETITE CHAMBRE garnie, la paye d'avance et s","(11966, 12120)","(81, 269)"
Sade_Infortunes_36,"rner à Juliette, et pour dire COMMENT, DU SIMPLE ÉTAT D'OÙ NOUS LA VOYONS SORTIR, et sans plus avoir de ressou","e le plus brièvement possible COMMENT DU SIMPLE ÉTAT OÙ NOUS LA VOYONS SORTIR, elle devint en quinze ans fe","(12384, 12434)","(81, 269)"
Sade_Infortunes_37," ans, femme titrée, possédant TRENTE MILLE LIVRES DE RENTE, DE TRÈS BEAUX BIJOUX, DEUX OU TROIS MAISONS TANT À LA VILLE QU'À LA CAMPAGNE, ET, POUR L'INSTANT, LE CŒUR, LA FORTUNE ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE ? La carrière fut épineuse, o","mme titrée, possédant plus de TRENTE MILLE LIVRES DE RENTES, DE TRÈS BEAUX BIJOUX, DEUX OU TROIS MAISONS TANT À LA CAMPAGNE QU'À PARIS, ET POUR L'INSTANT, LE CŒUR, LA RICHESSE ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE... 
La route fut épineuse... ","(12543, 12818)","(81, 269)"
Sade_Infortunes_38,"'instant, le cœur, la fortune ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE ? LA CARRIÈRE FUT ÉPINEUSE, ON N'EN DOUTE ASSURÉMENT PAS : C'EST PAR L'APPRENTISSAGE LE PLUS HONTEUX ET LE PLUS DUR QUE CES DEMOISELLES-LÀ FONT LEUR CHEMIN ; ET TELLE EST DANS LE LIT D'UN PRINCE AUJOURD'HUI, QUI PORTE PEUT-ÊTRE ENCORE SUR ELLE LES MARQUES HUMILIANTES DE LA BRUTALITÉ DES LIBERTINS entre les mains desquels sa j","instant, le cœur, la richesse ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE... 
LA ROUTE FUT ÉPINEUSE... ON N'EN DOUTE ASSURÉMENT PAS, C'EST PAR L'APPRENTISSAGE LE PLUS HONTEUX ET LE PLUS DUR, QUE CES DEMOISELLES-LÀ FONT LEUR CHEMIN, ET TELLE EST DANS LE LIT D'UN PRINCE AUJOURD'HUI QUI PORTE PEUT-ÊTRE ENCORE SUR ELLE LES MARQUES HUMILIANTES DE LA BRUTALITÉ DES LIBERTINS dépravés, entre les mains des","(12691, 13116)","(81, 269)"
Sade_Infortunes_39,"tins entre les mains desquels SA JEUNESSE ET SON INEXPÉRIENCE LA JETÈRENT. 
EN SORTANT DU COUVENT, JULIETTE ALLA TROUVER UNE FEMME QU'ELLE AVAIT ENTENDU NOMMER À CETTE jeune amie de son voisinage ;","les mains desquels son début, SA JEUNESSE ET SON INEXPÉRIENCE LA JETÈRENT. 
EN SORTANT DU COUVENT, JULIETTE FUT TOUT SIMPLEMENT TROUVER UNE FEMME QU'ELLE AVAIT ENTENDU NOMMER À CETTE amie de son voisinage qui s'é","(13142, 13279)","(81, 269)"
Sade_Infortunes_40,"ce puisse avoir des charmes ; ELLE CONTE SON HISTOIRE À CETTE FEMME, ET LA SUPPLIE DE LA PROTÉGER NOMME ELLE a fait de son ancienne amie. ","nde, et l'air bien écolière ; ELLE CONTE SON HISTOIRE À CETTE FEMME, ELLE LA SUPPLIE DE LA PROTÉGER COMME ELLE a fait il y a quelques années","(13597, 13675)","(81, 269)"
Sade_Infortunes_41,"la protéger nomme elle a fait DE SON ANCIENNE AMIE. 
-- QUEL ÂGE AVEZ-VOUS ? lui demande la Duvergier. 
","a fait il y a quelques années DE SON ANCIENNE AMIE. 
-- QUEL ÂGE AVEZ-VOUS, mon enfant ? lui demande Mme","(13683, 13727)","(81, 269)"
Sade_Infortunes_42,"l..., continua la matrone. 
--OH NON, MADAME, JE VOUS LE JURE, RÉPLIQUA JULIETTE. 
--MAIS C'EST QUE QUELQUEFOIS DANS CES COUVENTS, dit la vieille... un confess"," 
--Et jamais personne... 
-- OH NON, MADAME, JE VOUS LE JURE. 
--MAIS C'EST QUE QUELQUEFOIS DANS CES COUVENTS un aumônier... une religieuse","(13871, 13970)","(81, 269)"
Sade_Infortunes_43," la vieille... un confesseur, UNE RELIGIEUSE, UNE CAMARADE... IL ME FAUT DES PREUVES SÛRES. 
--IL NE TIENT QU'À VOUS DE VOUS LES PROCURER, MADAME, répondit Juliette en rougiss","s ces couvents un aumônier... UNE RELIGIEUSE, UNE CAMARADE... IL ME FAUT DES PREUVES SÛRES. 
--IL NE TIENT QU'À VOUS DE VOUS LES PROCURER, MADAME... 
Et la Du Buisson, s'étant","(14005, 14120)","(81, 269)"
Sade_Infortunes_44," rougissant. 
Et la duègne s'éTANT AFFUBLÉE D'UNE PAIRE DE LUNETTES, ET AYANT avec scrupule visité les chos","dame... 
Et la Du Buisson, s'éTANT AFFUBLÉE D'UNE PAIRE DE LUNETTES ET AYANT vérifié par elle-même l'état ","(14172, 14219)","(81, 269)"
Sade_Infortunes_45,"s, dit-elle à la jeune fille, VOUS N'AVEZ QU'À RESTER ICI, BEAUCOUP D'ÉGARDS POUR MES CONSEILS, UN GRAND FONDS DE COMPLAISANCE et de soumission pour mes pra","iette : --Eh bien mon enfant, VOUS N'AVEZ QU'À RESTER ICI, BEAUCOUP DE SOUMISSION À MES CONSEILS, UN GRAND FONDS DE COMPLAISANCE pour mes pratiques, de la pro","(14307, 14403)","(81, 269)"
Sade_Infortunes_46,"complaisance et de soumission POUR MES PRATIQUES, DE LA PROPRETÉ, DE L'ÉCONOMIE, DE LA CANDEUR VIS-À-VIS DE MOI, DE LA POLITIQUE ENVERS VOS COMPAGNES, ET DE LA FOURBERIE AVEC LES hommes, avant dix ans je vous","n grand fonds de complaisance POUR MES PRATIQUES, DE LA PROPRETÉ, DE L'ÉCONOMIE, DE LA CANDEUR VIS-À-VIS DE MOI, DE L'URBANITÉ AVEC VOS COMPAGNES ET DE LA FOURBERIE ENVERS LES hommes, dans quelques années ","(14421, 14569)","(81, 269)"
Sade_Infortunes_47,"vec les hommes, avant dix ans JE VOUS METTRAI EN ÉTAT DE VOUS RETIRER DANS UN TROISIÈME, AVEC UNE COMMODE, UN TRUMEAU, UNE SERVANTE ; ET L'ART QUE VOUS AUREZ ACQUIS CHEZ MOI VOUS DONNERA, DE QUOI VOUS PROCURER LE RESTE. 
Ces recommandations faites,","s, dans quelques années d'ici JE VOUS METTRAI EN ÉTAT DE VOUS RETIRER DANS UNE CHAMBRE AVEC UNE COMMODE, UN TRUMEAU, UNE SERVANTE, ET L'ART QUE VOUS AUREZ ACQUIS CHEZ MOI VOUS DONNERA DE QUOI VOUS PROCURER LE RESTE. 
La Du Buisson s'empara du p","(14592, 14780)","(81, 269)"
Sade_Infortunes_48,"faites, la Duvergier s'empare DU PETIT PAQUET DE JULIETTE ; ELLE LUI DEMANDE SI ELLE n'a point d'argent, et celle-","este. 
La Du Buisson s'empara DU PETIT PAQUET DE JULIETTE, ELLE LUI DEMANDA SI ELLE n'avait point d'argent et cel","(14833, 14887)","(81, 269)"
Sade_Infortunes_49,"int d'argent, et celle-ci lui AYANT TROP FRANCHEMENT AVOUÉ QU'ELLE AVAIT CENT ÉCUS, LA CHÈRE MAMAN les confisque en assurant sa ","it point d'argent et celle-ci AYANT TROP FRANCHEMENT AVOUÉ QU'ELLE AVAIT CENT ÉCUS, LA CHÈRE MAMAN s'en empara en assurant sa je","(14924, 14992)","(81, 269)"
Sade_Infortunes_50,"it-elle, un moyen de faire le MAL, ET DANS UN SIÈCLE AUSSI CORROMPU, UNE FILLE SAGE ET BIEN NÉE DOIT ÉVITER AVEC SOIN TOUT CE QUI peut l'entraîner dans quelque","... c'était un moyen de faire MAL ET DANS UN SIÈCLE AUSSI CORROMPU, UNE FILLE SAGE ET BIEN NÉE DEVAIT ÉVITER AVEC SOIN TOUT CE QUI pouvait la faire tomber dans ","(15200, 15299)","(81, 269)"
Sade_Infortunes_51,"avoir gré de ce que je fais. 
CE SERMON FINI, LA NOUVELLE VENUE EST PRÉSENTÉE À SES COMPAGNES ; on lui indique sa chambre d","re tomber dans quelque piège. CE SERMON FINI, LA NOUVELLE VENUE FUT PRÉSENTÉE À SES COMPAGNES, on lui indiqua sa chambre da","(15455, 15518)","(81, 269)"
Sade_Infortunes_52,"es compagnes ; on lui indique SA CHAMBRE DANS LA MAISON, ET DÈS LE LENDEMAIN SES PRÉMICES SONT EN VENTE. 
EN QUATRE mois, la marchandise est succ","ses compagnes, on lui indiqua SA CHAMBRE DANS LA MAISON ET DÈS LE LENDEMAIN, SES PRÉMICES FURENT EN VENTE ; EN QUATRE mois de temps, la même marcha","(15536, 15621)","(81, 269)"
Sade_Infortunes_53,"iciat, Juliette obtient enfin DES PATENTES DE SŒUR CONVERSE ; DE CE MOMENT, ELLE EST RÉELLEMENT reconnue fille de la maison ;",ux noviciat que Juliette prit DES PATENTES DE SŒUR CONVERSE. DE CE MOMENT ELLE FUT RÉELLEMENT reconnue comme fille de la ma,"(16040, 16105)","(81, 269)"
Sade_Infortunes_54,"lques écarts près, Juliette a SERVI LA NATURE, ELLE EN OUBLIE LES LOIS DANS LA seconde ; elle y corrompt ent","es écarts près Juliette avait SERVI LA NATURE, ELLE EN OUBLIA LES LOIS DANS LE second : des recherches crimi","(16272, 16320)","(81, 269)"
Sade_Infortunes_55,"otalement son âme ; elle sent QUE, NÉE POUR LE CRIME, AU MOINS DOIT-ELLE ALLER AU GRAND ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE, QUI, EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTE PAS, À BEAUCOUP PRÈS, LE MÊME PROFIT. Elle plaît à un vieux seigne","alement son âme ; elle sentit QUE NÉE POUR LE CRIME, AU MOINS DEVAIT-ELLE ALLER AU GRAND, ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE QUI EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTAIT PAS À BEAUCOUP PRÈS LE MÊME PROFIT. Elle plut à un vieux seigneu","(16451, 16679)","(81, 269)"
Sade_Infortunes_56," pour le crime, au moins doit-ELLE ALLER AU GRAND ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE, QUI, EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTE PAS, À BEAUCOUP PRÈS, LE MÊME PROFIT. ELLE PLAÎT À UN VIEUX SEIGNEUR FORT DÉBAUCHÉ, QUI ne la fait venir d'abord que ","our le crime, au moins devait-ELLE ALLER AU GRAND, ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE QUI EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTAIT PAS À BEAUCOUP PRÈS LE MÊME PROFIT. ELLE PLUT À UN VIEUX SEIGNEUR FORT DÉBAUCHÉ QUI d'abord ne l'avait fait venir","(16489, 16730)","(81, 269)"
