,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_104,"ver, à prévenir la comtesse ; DE TOUS LES PARTIS POSSIBLES, CELUI-LÀ ME PARUT LE MEILLEUR ET JE M'Y LIVRAI. 
--MADAME, LUI DIS-JE, LE LENDEMAIN DE MA DERNIÈRE ENTREVUE AVEC LE MARQUIS, J'AI QUELQUE CHOSE DE LA PLUS grande conséquence à vous rév","donc à prévenir la marquise ; DE TOUS LES PARTIS POSSIBLES, CELUI-LÀ ME PARUT LE MEILLEUR ET JE M'Y LIVRAI. 
--MADAME, LUI DIS-JE LE LENDEMAIN DE MA DERNIÈRE ENTREVUE AVEC LE COMTE, J'AI QUELQUE CHOSE DE LA PLUS grande importance à vous révé","(87865, 88049)","(154660, 154841)"
Sade_Justine_105,"s prendrez le meilleur parti, MAIS VOUS NE DIREZ MOT, DAIGNEZ ME LE PROMETTRE OU JE ME TAIS. 
MME DE BRESSAC, QUI CRUT QU'IL NE S'AGISSAIT QUE DE QUELQUES EXTRAVAGANCES ORDINAIRES À SON FILS, S'ENGAGEA PAR LE SERMENT QUE J'EXIGEAIS, et alors je lui révélai tout","rendrez les meilleurs moyens, MAIS VOUS NE DIREZ MOT. DAIGNEZ ME LE PROMETTRE, OU JE ME TAIS. 
MME DE BRESSAC, QUI CRUT QU'IL NE S'AGISSAIT QUE DE QUELQUES EXTRAVAGANCES ORDINAIRES À SON NEVEU, S'ENGAGEA PAR LE SERMENT QUE J'EXIGEAIS, et je révélai tout. Cette ma","(88348, 88549)","(155155, 155358)"
Sade_Justine_106,"e infamie. 
--Le scélérat, s'éCRIA-T-ELLE, QU'AI-JE JAMAIS FAIT QUE POUR SON BIEN ? SI J'AI VOULU PRÉVENIR SES VICES OU L'EN CORRIGER, QUELS AUTRES MOTIFS QUE SON BONHEUR et sa tranquillité pouvaient ","tte infamie. 
--Le monstre s'éCRIA-T-ELLE, QU'AI-JE JAMAIS FAIT QUE POUR SON BIEN ? SI J'AI VOULU PRÉVENIR SES VICES, OU L'EN CORRIGER, QUEL AUTRE MOTIF QUE SON BONHEUR pouvait me contraindre à cett","(88668, 88808)","(155466, 155604)"
Sade_Justine_107,"son et écrivit dans l'instant PAR UN COURRIER AU DUC DE SONZEVAL SON PARENT, DE SE RENDRE CHEZ LE MINISTRE EN SECRET, D'Y DÉVELOPPER la noirceur dont elle était à","u poison, et écrivit aussitôt PAR UN COURRIER AU DUC DE SONZEVAL, SON PARENT, DE SE RENDRE CHEZ LE MINISTRE EN SECRET, D'Y DÉVELOPPER l'atrocité d'un neveu dont el","(89603, 89705)","(156383, 156486)"
Sade_Justine_108,"lle envoyait en grande hâte à PARIS, PRIER LE DUC DE SONZEVAL DE SE METTRE SUR-LE-CHAMP À LA TÊTE DE LA SUCCESSION DE L'ONCLE DONT ON VENAIT D'HÉRITER, PARCE QUE SI QUELQU'UN NE paraissait pas dans la minute","'elle envoyait en diligence à PARIS PRIER LE DUC DE SONZEVAL DE SE METTRE SUR-LE-CHAMP À LA TÊTE DE LA SUCCESSION DE L'ONCLE DONT ON VENAIT D'HÉRITER, PARCE QUE SI PERSONNE NE paraissait, il y avait des pr","(90716, 90863)","(157469, 157614)"
Sade_Justine_109,"araissait pas dans la minute, IL Y AVAIT DES PROCÈS À CRAINDRE ; ELLE AJOUTA QU'ELLE ENGAGEAIT LE DUC À VENIR LUI RENDRE COMPTE DE TOUT AFIN QU'ELLE SE DÉCIDÂT elle-même à partir avec son f","ue si personne ne paraissait, IL Y AVAIT DES PROCÈS À CRAINDRE ; ELLE AJOUTA QU'ELLE ENGAGEAIT LE DUC À VENIR LUI RENDRE COMPTE DE TOUT, AFIN QU'ELLE SE DÉCIDÂT à partir elle-même avec son n","(90895, 91024)","(157627, 157757)"
Sade_Justine_110,"ras sur le visage de sa mère, POUR NE PAS OBSERVER UN PEU DE CONFUSION DANS LE MIEN, SE PAYA DE TOUT ET N'EN FUT QUE plus sûrement sur ses gardes.","as sur le visage de sa tante, POUR NE PAS OBSERVER UN PEU DE CONFUSION DANS LE MIEN, SE PAYA DE TOUT ET N'EN FUT QUE mieux sur ses gardes. Sous le","(91175, 91261)","(157909, 157995)"
Sade_Justine_111,"e promenade avec ses mignons, IL S'ÉLOIGNE DU CHÂTEAU, IL ATTEND LE COURRIER DANS UN LIEU OÙ IL DEVAIT INÉVITABLEMENT PASSER. CET HOMME, BIEN PLUS À LUI QU'À SA MÈRE, NE FAIT AUCUNE DIFFICULTÉ DE LUI REMETTRE SES DÉPÊCHES, et le marquis, convaincu de "," le prétexte d'une promenade, IL S'ÉLOIGNE DU CHÂTEAU ; IL ATTEND LE COURRIER DANS UN LIEU OÙ IL DEVAIT INÉVITABLEMENT PASSER. CET HOMME, BIEN PLUS À LUI QU'À SA TANTE, NE FAIT AUCUNE DIFFICULTÉ DE LUI REMETTRE SES DÉPÊCHES, et Bressac, convaincu de ce ","(91353, 91544)","(158052, 158245)"
Sade_Justine_112,"jure est vertu quand on punit LE CRIME A DIT UN DE NOS POÈTES TRAGIQUES, MAIS LE PARJURE EST TOUJOURS ODIEUX POUR L'ÂME DÉLICATE ET SENSIBLE QUI SE TROUVE OBLIGÉE D'Y AVOIR RECOURS ; MON RÔLE M'EMBARRASSAIT, ça ne fut pas long. Les odie","ure est vertu quand on promit LE CRIME, A DIT UN DE NOS POÈTES TRAGIQUES ; MAIS LE PARJURE EST TOUJOURS ODIEUX POUR L'ÂME DÉLICATE ET SENSIBLE QUI SE TROUVE OBLIGÉE D'Y AVOIR RECOURS. MON RÔLE M'EMBARRASSAIT. 
Quoi qu'il en fût, je me tr","(94124, 94300)","(159988, 160165)"
Sade_Justine_113,"ter comme il en avait coutume AVEC MOI. QUAND JE VOULAIS METTRE LA CONVERSATION SUR L'OBJET QUI LUI AVAIT FAIT DÉSIRER NOTRE ENTRETIEN, IL ME DISAIT TOUJOURS D'ATTENDRE, QU'IL CRAIGNAIT QU'ON NE NOUS OBSERVÂT ET QUE NOUS N'ÉTIONS PAS ENCORE EN SÛRETÉ. INSENSIBLEMENT NOUS ARRIVÂMES VERS ce buisson et ce gros chêne, ","anter, comme il avait l'usage AVEC MOI. QUAND JE VOULAIS METTRE LA CONVERSATION SUR L'OBJET QUI LUI AVAIT FAIT DÉSIRER NOTRE ENTRETIEN, IL ME DISAIT TOUJOURS D'ATTENDRE, QU'IL CRAIGNAIT QU'ON NE NOUS OBSERVÂT, ET QUE NOUS N'ÉTIONS PAS ENCORE EN SÛRETÉ ; INSENSIBLEMENT NOUS ARRIVÂMES VERS les quatre arbres où j'avais ","(94606, 94862)","(160415, 160673)"
Sade_Justine_114," reconnais-tu ce buisson dont JE T'AI TIRÉE COMME UNE BÊTE SAUVAGE POUR TE RENDRE À LA VIE QUE TU AVAIS MÉRITÉ DE PERDRE ? RECONNAIS-TU CET ARBRE, OÙ je te menaçai de te remettre "," reconnais-tu ce buisson d'où JE T'AI TIRÉE COMME UNE BÊTE SAUVAGE, POUR TE RENDRE À LA VIE QUE TU AVAIS MÉRITÉ DE PERDRE ?... RECONNAIS-TU CES ARBRES OÙ je menaçai de te remettre si ","(95653, 95772)","(161308, 161431)"
Sade_Justine_115,"ns qui l'y avaient engagé. 
--QU'AS-TU FAIT PAR TA FAUSSETÉ, INDIGNE CRÉATURE ? CONTINUA-T-IL, TU AS RISQUÉ TES JOURS SANS CONSERVER CEUX DE MA MÈRE, LE COUP EST fait et j'espère à mon retour","it engagé à les détourner. 
--QU'AS-TU FAIT PAR TA FAUSSETÉ, INDIGNE CRÉATURE ? CONTINUA-T-IL. TU AS RISQUÉ TES JOURS SANS CONSERVER CEUX DE MA TANTE : LE COUP EST fait, mon retour au château m","(96388, 96519)","(162195, 162328)"
Sade_Justine_116,"j'aurais peut-être mieux fait DE LA REMETTRE ENTRE LES MAINS DE LA JUSTICE, MAIS ELLE Y AURAIT PERDU LA VIE, ET JE VEUX LA LUI LAISSER POUR QU'ELLE AIT PLUS LONGTEMPS À SOUFFRIR ; dépouillez-la promptement e","'aurais mieux fait sans doute DE LA REMETTRE ENTRE LES MAINS DE LA JUSTICE, MAIS ELLE Y AURAIT PERDU LA VIE, ET JE VEUX LA LUI LAISSER POUR QU'ELLE AIT PLUS LONGTEMPS À SOUFFRIR. 
Alors les deux scélérats s'","(97715, 97862)","(162974, 163121)"
Sade_Justine_117,"ur la meurtrière de ma mère ; SI ELLE RESPIRE ENCORE, JE VAIS LUI FAIRE EMPORTER CETTE IDÉE AU TOMBEAU ; TOUTE LA MAISON LE SAURA ; je vous dénoncerai à la jus","a meurtrière de la marquise ; SI ELLE RESPIRE ENCORE, JE VAIS LUI FAIRE EMPORTER CETTE IDÉE AU TOMBEAU, TOUTE LA MAISON LE SAURA. Voilà donc contre vous deux ","(101986, 102085)","(166322, 166420)"
Sade_Justine_118,"ez. vous avez donc maintenant DEUX PROCÈS AU LIEU D'UN, ET À LA PLACE D'UN VIL USURIER POUR ADVERSAIRE UN HOMME RICHE ET PUISSANT, DÉTERMINÉ À VOUS POURSUIVRE JUSQU'AUX ENFERS, SI VOUS ABUSEZ par des plaintes calomniatric","saura. Voilà donc contre vous DEUX PROCÈS AU LIEU D'UN, ET À LA PLACE D'UN VIL USURIER POUR ADVERSAIRE, UN HOMME RICHE ET PUISSANT, DÉTERMINÉ À VOUS POURSUIVRE JUSQU'AUX ENFERS, SI VOUS ABUSEZ de la vie que vous laisse sa ","(102475, 102636)","(166445, 166607)"
Sade_Justine_119,"ueurs envers moi, ne craignez RIEN DE MES DÉMARCHES ; J'AI CRU DEVOIR EN FAIRE CONTRE VOUS QUAND IL S'AGISSAIT DE LA VIE DE VOTRE MÈRE, JE N'EN ENTREPRENDRAI JAMAIS QUAND IL ne s'agira que de la malheure","ueurs envers moi, ne redoutez RIEN DE MES DÉMARCHES ; J'AI CRU DEVOIR EN FAIRE CONTRE VOUS QUAND IL S'AGISSAIT DE LA VIE DE VOTRE TANTE, JE N'EN ENTREPRENDRAI JAMAIS QUAND IL ne sera question que de la ma","(102798, 102941)","(166731, 166875)"
Sade_Justine_120,"que de la malheureuse Sophie. ADIEU, MONSIEUR, PUISSENT VOS CRIMES VOUS RENDRE AUSSI HEUREUX QUE VOS CRUAUTÉS ME CAUSENT DE TOURMENTS, ET QUEL QUE SOIT LE SORT OÙ LE CIEL vous place, tant qu'il daigne","ue de la malheureuse Thérèse. ADIEU, MONSIEUR, PUISSENT VOS CRIMES VOUS RENDRE AUSSI HEUREUX QUE VOS CRUAUTÉS ME CAUSENT DE TOURMENTS ET QUEL QUE SOIT LE SORT OÙ LE CIEL me place, tant qu'il conserve","(102983, 103123)","(166924, 167063)"
Sade_Justine_121," que l'innocent devînt encore LA PROIE DU COUPABLE ; DISPOSEZ DE MOI, SEIGNEUR, JE SUIS ENCORE BIEN LOIN DES MAUX QUE VOUS AVEZ SOUFFERTS POUR NOUS ; PUISSENT CEUX QUE J'ENDURE EN VOUS ADORANT ME RENDRE DIGNE UN JOUR DES RÉCOMPENSES QUE VOUS PROMETTEZ AU FAIBLE QUAND IL VOUS a toujours pour objet dans se","ternels que l'innocent devînt LA PROIE DU COUPABLE ; DISPOSEZ DE MOI, SEIGNEUR, JE SUIS ENCORE BIEN LOIN DES MAUX QUE VOUS AVEZ SOUFFERT POUR NOUS ; PUISSENT CEUX QUE J'ENDURE EN VOUS ADORANT ME RENDRE DIGNE UN JOUR DES RÉCOMPENSES QUE VOUS PROMETTEZ AU FAIBLE, QUAND IL VOUS a pour objet dans ses tribula","(103761, 104006)","(167722, 167967)"
Sade_Justine_122,"moins malheureuse sans doute, JE M'Y TRAÎNAI COMME JE PUS ET M'Y ÉTANT MISE À LA MÊME PLACE, TOURMENTÉE DE MES BLESSURES ENCORE SAIGNANTES, ACCABLÉE DES MAUX DE MON ESPRIT ET DES CHAGRINS DE MON CŒUR, J'Y PASSAI LA PLUS CRUELLE NUIT QU'IL SOIT POSSIBLE D'IMAGINER. LA VIGUEUR DE MON ÂGE ET DE MON TEMPÉRAMENT M'AYANT DONNÉ UN PEU DE FORCE AU POINT DU JOUR, TROP EFFRAYÉE DU VOISINAGE DE CE CRUEL CHÂTEAU, JE M'EN ÉLOIGNAI PROMPTEMENT, JE QUITTAI LA FORÊT ET RÉSOLUS DE GAGNER À TOUT hasard les premières habitati","n presque aussi malheureuse ; JE M'Y TRAÎNAI COMME JE PUS, ET M'Y ÉTANT MISE À LA MÊME PLACE, TOURMENTÉE DE MES BLESSURES ENCORE SAIGNANTES, ACCABLÉE DES MAUX DE MON ESPRIT ET DES CHAGRINS DE MON CŒUR, JE PASSAI LA PLUS CRUELLE NUIT QU'IL SOIT POSSIBLE D'IMAGINER. 
LA VIGUEUR DE MON ÂGE ET DE MON TEMPÉRAMENT M'AYANT DONNÉ UN PEU DE FORCE AU POINT DU JOUR, TROP EFFRAYÉE DU VOISINAGE DE CE CRUEL CHÂTEAU, JE M'EN ÉLOIGNAI PROMPTEMENT ; JE QUITTAI LA FORÊT, ET RÉSOLUE DE GAGNER À TOUT hasard la première habitation","(104300, 104752)","(168260, 168715)"
Sade_Justine_123,"r de moi en quoi que ce soit, DE DIRE QU'ELLE TENAIT LA LETTRE D'UN HOMME QUI L'APPORTAIT DE PLUS DE QUINZE LIEUES DE LÀ. JEANNETTE PARTIT, c'était le nom de ma courriè","i en quoi que ce pût être, et DE DIRE QU'ELLE TENAIT LA LETTRE D'UN HOMME QUI L'APPORTAIT DE PLUS DE QUINZE LIEUES DE LÀ. JEANNETTE PARTIT, et, vingt-quatre heures aprè","(106979, 107087)","(171140, 171248)"
Sade_Justine_124,"rs de sa douleur affectée, il AVAIT, DISAIT-ON, BIEN DE LA PEINE À CACHER SA JOIE, ET LES PARENTS CONVOQUÉS POUR L'OUVERTURE DU CORPS EXIGÉE PAR LE MARQUIS, APRÈS AVOIR DÉPLORÉ LE SORT DE LA malheureuse comtesse, et juré","leur affectée, ce jeune homme AVAIT, DISAIT-ON, BIEN DE LA PEINE À CACHER SA JOIE, ET LES PARENTS, CONVOQUÉS POUR L'OUVERTURE DU CORPS EXIGÉE PAR LE COMTE, APRÈS AVOIR DÉPLORÉ LE SORT DE LA malheureuse marquise, et juré","(108170, 108330)","(172319, 172478)"
Sade_Justine_125," jusqu'à mon dernier soupir ; LISEZ-LA SI VOUS LE POUVEZ SANS FRÉMIR. 
MME DE LORSANGE, AYANT PRIS LE BILLET DES MAINS DE NOTRE BELLE AVENTURIÈRE, Y LUT LES MOTS SUIVANTS : « UNE SCÉLÉRATE CAPABLE D'AVOIR EMPOISONNÉ MA MÈRE EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT. CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE SÛRE QUE L'ON L'Y TROUBLERA SI ON L'Y DÉCOUVRE. QU'OSE-T-ELLE RÉCLAMER... QUE PARLE-T-ELLE d'argent et d'effets ? Ce qu'","conserverai jusqu'à la mort ; LISEZ-LA, SI VOUS LE POUVEZ, SANS FRÉMIR. 
MME DE LORSANGE AYANT PRIS LE BILLET DES MAINS DE NOTRE BELLE AVENTURIÈRE Y LUT LES MOTS SUIVANTS : UNE SCÉLÉRATE CAPABLE D'AVOIR EMPOISONNÉ MA TANTE EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT ; CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE SÛRE QU'ON L'Y TROUBLERA SI ON L'Y DÉCOUVRE. QU'OSE-T-ELLE RÉCLAMER ? QUE PARLE-T-ELLE d'argent ? Ce qu'elle a pu la","(108963, 109379)","(173068, 173480)"
Sade_Justine_126," a pu laisser équivaut-il les VOLS QU'ELLE A FAITS, OU PENDANT SON SÉJOUR DANS LA MAISON, OU EN CONSOMMANT SON DERNIER CRIME ? 
QU'ELLE ÉVITE UN SECOND ENVOI PAREIL À CELUI-CI, CAR ON LUI DÉCLARE QU'ON FERAIT ARRÊTER SON COMMISSIONNAIRE JUSQU'À CE QUE LE LIEU QUI RECÈLE LA COUPABLE FÛT CONNU DE LA JUSTICE. » --CONTINUEZ, MA CHÈRE ENFANT, DIT MME DE LORSANGE EN RENDANT LE billet à Sophie, voilà des pr"," a pu laisser équivaut-il aux VOLS QU'ELLE A FAITS, OU PENDANT SON SÉJOUR DANS LA MAISON, OU EN CONSOMMANT SON DERNIER CRIME ? QU'ELLE ÉVITE UN SECOND ENVOI PAREIL À CELUI-CI, CAR ON LUI DÉCLARE QU'ON FERAIT ARRÊTER SON COMMISSIONNAIRE, JUSQU'À CE QUE LE LIEU QUI RECÈLE LA COUPABLE SOIT CONNU DE LA JUSTICE. 
--CONTINUEZ MA CHÈRE ENFANT, DIT MME DE LORSANGE EN RENDANT LE billet à Thérèse, voilà des p","(109443, 109786)","(173532, 173874)"
Sade_Justine_127,"recherches dont le marquis me PARLAIT FUSSENT BIEN RÉELLES ; ELLES AVAIENT SI PEU DE VRAISEMBLANCE, IL ÉTAIT SI DANGEREUX POUR LUI DE ME FAIRE PARAÎTRE EN JUSTICE QUE J'IMAGINAI QU'IL DEVAIT AU-DEDANS DE LUI-même se trouver infiniment pl","s recherches dont le comte me PARLAIT FUSSENT BIEN RÉELLES ; ELLES AVAIENT SI PEU DE VRAISEMBLANCE, IL ÉTAIT SI DANGEREUX POUR LUI DE ME FAIRE PARAÎTRE EN JUSTICE, QUE J'IMAGINAI QU'IL DEVAIT, AU FOND DE LUI-même, être beaucoup plus effr","(110714, 110891)","(174792, 174969)"
Sade_Justine_128,e sacrifié pour en sauver des MILLIONS ; DOIT-ON BALANCER À CE PRIX ? LE MEURTRE OPÉRÉ PAR LES LOIS EST-IL D'UNE AUTRE ESPÈCE QUE CELUI qui va se commettre dans notr,"de sacrifié pour en sauver un MILLION ; DOIT-ON BALANCER À CE PRIX ? LE MEURTRE OPÉRÉ PAR LES LOIS EST-IL D'UNE AUTRE ESPÈCE QUE CELUI que nous allons faire, et l'o","(115530, 115635)","(218054, 218158)"
Sade_Justine_129,"lle l'ose, dit Rodin furieux, ET EN MONTRANT CETTE LETTRE IGNOMINIEUSE, JE LÉGITIMERAI SUFFISAMMENT LES RAISONS QUI ME L'ONT FAIT RENVOYER AVEC TANT DE SECRET ET DE PROMPTITUDE. 
Cela dit, les deux amis me ","ue ce monstre, qu'elle l'ose, ET EN MONTRANT CETTE LETTRE IGNOMINIEUSE, JE LÉGITIMERAI SUFFISAMMENT LES RAISONS QUI ME L'ONT FAIT RENVOYER AVEC TANT DE SECRET ET DE PROMPTITUDE. 
On me panse, on me rhabille","(119732, 119878)","(228522, 228668)"
Sade_Justine_130,"tion contre eux, si je veux l'ENTREPRENDRE DANS L'ÉTAT D'AVILISSEMENT OÙ JE ME TROUVE. 
TOUTE AUTRE QUE MOI SE FÛT PEU SOUCIÉE DE CETTE MENACE ; DÈS qu'on pouvait prouver que le ","une récrimination, si j'ose l'ENTREPRENDRE DANS L'ÉTAT D'AVILISSEMENT OÙ JE ME TROUVE. 
TOUTE AUTRE QUE MOI SE FÛT PEU SOUCIÉE DE CETTE MENACE ; DÈS qu'il m'était possible de pro","(120100, 120218)","(228945, 229063)"
Sade_Justine_131,"in et le surlendemain autant, MAIS NE M'ORIENTANT POINT, NE DEMANDANT RIEN, JE NE FIS QUE TOURNER AUTOUR DE PARIS, ET LE QUATRIÈME JOUR DE ma marche au soir, je ne me t"," marche dès le même instant ; MAIS NE M'ORIENTANT POINT, NE DEMANDANT RIEN, JE NE FIS QUE TOURNER AUTOUR DE PARIS, ET LE QUATRIÈME JOUR DE mon voyage, je ne me trouvai ","(121042, 121150)","(229634, 229742)"
Sade_Justine_132,"suivre, et de gagner comme je POURRAIS CES PAYS ÉLOIGNÉS, M'IMAGINANT QUE LA PAIX ET LE REPOS SI CRUELLEMENT REFUSÉS POUR MOI DANS MA PATRIE M'ATTENDAIENT PEUT-ÊTRE AU BOUT du monde. 
Fatale erreur et q"," de gagner ainsi, comme je le POURRAIS, CES PAYS ÉLOIGNÉS, M'IMAGINANT QUE LA PAIX ET LE REPOS SI CRUELLEMENT REFUSÉS POUR MOI DANS MA PATRIE M'ATTENDAIENT PEUT-ÊTRE AU BOUT de la France. Fatale erreur q","(121341, 121483)","(229929, 230072)"
Sade_Justine_133,"ste quoique fluette et mince, UNE FIGURE DONT POUR MON MALHEUR ON NE FAISAIT QUE TROP D'ÉLOGES, QUELQUES VERTUS QUI QUOIQU'ELLES M'EUSSENT TOUJOURS NUI, ME CONSOLAIENT POURTANT dans mon intérieur et me fais","gt-deux ans, une bonne santé, UNE FIGURE DONT, POUR MON MALHEUR, ON NE FAISAIT QUE TROP D'ÉLOGES ; QUELQUES VERTUS QUI, QUOIQU'ELLES M'EUSSENT TOUJOURS NUI, ME CONSOLAIENT POURTANT, comme je viens de vous le di","(122347, 122493)","(231643, 231793)"
Sade_Justine_134,"s mon enfance, je m'y figurai LE BONHEUR ; NOUS ALLONS VOIR COMME J'Y RÉUSSIS. 
DANS AUCUNE CIRCONSTANCE DE MA VIE LES SENTIMENTS DE RELIGION NE M'AVAIENT ABANDONNÉE ; MÉPRISANT LES VAINS SOPHISMES DES ESPRITS FORTS, LES CROYANT TOUS ÉMANÉS DU LIBERTINAGE BIEN PLUS QUE D'UNE FEUTRE PERSUASION, JE LEUR OPPOSAIS MA CONSCIENCE ET MON CŒUR, ET TROUVAIS AU MOYEN DE L'UNE ET DE L'AUTRE TOUT CE QU'IL FALLAIT POUR Y RÉPONDRE. Forcée quelquefois par mes m","pays, je m'y figurais trouver LE BONHEUR. NOUS ALLONS VOIR COMME J'Y RÉUSSIS. 
DANS AUCUNE CIRCONSTANCE DE MA VIE, LES SENTIMENTS DE RELIGION NE M'AVAIENT ABANDONNÉE. MÉPRISANT LES VAINS SOPHISMES DES ESPRITS FORTS, LES CROYANT TOUS ÉMANÉS DU LIBERTINAGE BIEN PLUS QUE D'UNE FERME PERSUASION, JE LEUR OPPOSAIS MA CONSCIENCE ET MON CŒUR, ET TROUVAIS AU MOYEN DE L'UN ET DE L'AUTRE TOUT CE QU'IL FALLAIT POUR Y RÉPONDRE. Souvent forcée par mes malhe","(123370, 123760)","(232351, 232738)"
Sade_Justine_135," répondre. Forcée quelquefois PAR MES MALHEURS DE NÉGLIGER MES DEVOIRS DE PIÉTÉ, JE RÉPARAIS CES TORTS AUSSITÔT QUE J'EN TROUVAIS L'OCCASION. JE VENAIS DE PARTIR D'AUXERRE LE 7 de juin, je n'en oublierai ","ur y répondre. Souvent forcée PAR MES MALHEURS DE NÉGLIGER MES DEVOIRS DE PIÉTÉ, JE RÉPARAIS CES TORTS AUSSITÔT QUE J'EN TROUVAIS L'OCCASION. 
JE VENAIS DE PARTIR D'AUXERRE LE 7 d'août, je n'en oublierai j","(123781, 123925)","(232755, 232900)"
Sade_Justine_136,"us bientôt que l'éloignement éTAIT BIEN AUTRE QUE L'ESTIMATION QUE J'EN AVAIS FAITE. MAIS RIEN NE ME DÉCOURAGE, J'ARRIVE AU BORD DE LA FORÊT, ET VOYANT QU'IL ME RESTE ENCORE ASSEZ DE JOUR, JE ME DÉTERMINE À M'Y ENFONCER, à peu près sûre d'arriver au","j'avais oublié de m'informer éTAIT BIEN AUTRE QUE L'ESTIMATION QUE J'EN AVAIS FAITE ; MAIS RIEN NE ME DÉCOURAGE, J'ARRIVE AU BORD DE LA FORÊT, ET VOYANT QU'IL ME RESTE ENCORE ASSEZ DE JOUR, JE ME DÉTERMINE À M'Y ENFONCER, m'imaginant toujours pouvoir","(127230, 127419)","(236256, 236446)"
Sade_Justine_137," où j'ai entendu la cloche, j'APERÇOIS ENFIN QUELQUES HAIES ET BIENTÔT APRÈS LE COUVENT. RIEN DE PLUS AGRESTE QUE CETTE SOLITUDE ; AUCUNE HABITATION NE L'AVOISINAIT, LA PLUS PROCHAINE ÉTAIT à plus de six lieues, et de t","e sentier s'élargit un peu, j'APERÇOIS ENFIN QUELQUES HAIES, ET BIENTÔT APRÈS LE COUVENT. RIEN DE PLUS AGRESTE QUE CETTE SOLITUDE, AUCUNE HABITATION NE L'AVOISINAIT, LA PLUS PROCHAINE ÉTAIT à six lieues, et des bois imm","(128042, 128201)","(236915, 237074)"
Sade_Justine_138,"oins trois lieues de forêts ; ELLE ÉTAIT SITUÉE DANS UN FOND, IL M'AVAIT FALLU BEAUCOUP DESCENDRE POUR Y ARRIVER, ET TELLE ÉTAIT LA RAISON QUI M'AVAIT FAIT PERDRE LE CLOCHER DE VUE DÈS QUE JE M'ÉTAIS TROUVÉE DANS LA PLAINE. LA CABANE D'UN frère jardinier touchait aux ","t la maison de toutes parts ; ELLE ÉTAIT SITUÉE DANS UN FOND, IL M'AVAIT FALLU BEAUCOUP DESCENDRE POUR Y ARRIVER, ET TELLE ÉTAIT LA RAISON QUI M'AVAIT FAIT PERDRE LE CLOCHER DE VUE, DÈS QUE JE M'ÉTAIS TROUVÉE DANS LA PLAINE. LA CABANE D'UN jardinier touchait aux murs d","(128286, 128494)","(237150, 237359)"
Sade_Justine_139," dit ce moine assez durement, EST-CE LÀ L'HEURE DE VENIR DANS UNE ÉGLISE ? VOUS AVEZ BIEN L'AIR D'UNE AVENTURIÈRE. 
--SAINT HOMME, DIS-JE EN ME PROSTERNANT, J'AI CRU QU'IL ÉTAIT TOUJOURS TEMPS DE SE PRÉSENTER À LA MAISON DE DIEU ; J'ACCOURS DE BIEN LOIN POUR M'Y RENDRE, PLEINE DE FERVEUR ET DE DÉVOTION, JE DEMANDE À ME CONFESSER S'IL EST POSSIBLE, ET QUAND ma conscience vous sera connu","vec l'air le plus rébarbatif, EST-CE LÀ L'HEURE DE VENIR DANS UNE ÉGLISE ?... VOUS AVEZ BIEN L'AIR D'UNE AVENTURIÈRE. 
--SAINT HOMME, DIS-JE EN ME PROSTERNANT, J'AI CRU QU'IL ÉTAIT TOUJOURS TEMPS DE SE PRÉSENTER À LA MAISON DE DIEU ; J'ACCOURS DE BIEN LOIN POUR M'Y RENDRE, PLEINE DE FERVEUR ET DE DÉVOTION, JE DEMANDE À ME CONFESSER S'IL EST POSSIBLE, ET QUAND l'intérieur de ma conscience ","(129870, 130198)","(238741, 239072)"
Sade_Justine_140,". 
--Mais ce n'est pas trop l'HEURE DE SE CONFESSER, DIT LE MOINE EN SE RADOUCISSANT ; OÙ PASSEREZ-VOUS LA NUIT ? NOUS N'AVONS POINT d'endroit pour vous loger ; i","Image. 
--Mais ce n'est pas l'HEURE DE SE CONFESSER, DIT LE MOINE EN SE RADOUCISSANT ; OÙ PASSEREZ-VOUS LA NUIT ? NOUS N'AVONS POINT d'hospice... il valait mieux ","(130390, 130492)","(239225, 239327)"
Sade_Justine_141,"e et que nous ne soyons point DANS L'USAGE DE RECEVOIR SI TARD, J'ENTENDRAI CEPENDANT VOTRE CONFESSION, ET NOUS AVISERONS APRÈS AUX MOYENS DE VOUS FAIRE DÉCEMMENT PASSER LA NUIT jusqu'à l'heure où vous pourr","ue, et que nous ne soyons pas DANS L'USAGE DE RECEVOIR SI TARD, J'ENTENDRAI CEPENDANT VOTRE CONFESSION, ET NOUS AVISERONS APRÈS AUX MOYENS DE VOUS FAIRE DÉCEMMENT PASSER LA NUIT, jusqu'au moment où vous pour","(131431, 131578)","(240540, 240687)"
